Date,City,Value
04-10-2012,Jacksonville,200
04-10-2012,Charlotte,180
04-10-2012,Miami,100
04-10-2012,Pittsburgh,215
04-10-2012,Toronto,0
04-10-2012,Philadelphia,45
04-10-2012,New York,40
04-10-2012,Montreal,50
04-10-2012,Boston,190
04-10-2012,Beersheba,180
04-10-2012,Tel Aviv District,260
04-10-2012,Eilat,40
04-10-2012,Haifa,273.5
04-10-2012,Nahariyya,273.5
04-10-2012,Jerusalem,285
05-10-2012,Vancouver,117.5
05-10-2012,Portland,157
05-10-2012,San Francisco,235
05-10-2012,Seattle,20
05-10-2012,Los Angeles,55
05-10-2012,San Diego,271.5
05-10-2012,Las Vegas,225
05-10-2012,Phoenix,157.5
05-10-2012,Albuquerque,219.5
05-10-2012,Denver,67
05-10-2012,San Antonio,160
05-10-2012,Dallas,150
05-10-2012,Houston,130
05-10-2012,Kansas City,170
05-10-2012,Minneapolis,244
05-10-2012,Saint Louis,160
05-10-2012,Chicago,210
05-10-2012,Nashville,170
05-10-2012,Indianapolis,200
05-10-2012,Atlanta,0
05-10-2012,Detroit,215
05-10-2012,Jacksonville,10
05-10-2012,Charlotte,0
05-10-2012,Miami,80
05-10-2012,Pittsburgh,230
05-10-2012,Toronto,0
05-10-2012,Philadelphia,0
05-10-2012,New York,45
05-10-2012,Montreal,35
05-10-2012,Boston,250
05-10-2012,Beersheba,180
05-10-2012,Tel Aviv District,191.5
05-10-2012,Eilat,40
05-10-2012,Haifa,274.5
05-10-2012,Nahariyya,274.5
05-10-2012,Jerusalem,289.5
06-10-2012,Vancouver,31
06-10-2012,Portland,90
06-10-2012,San Francisco,245
06-10-2012,Seattle,45
06-10-2012,Los Angeles,0
06-10-2012,San Diego,240
06-10-2012,Las Vegas,175
06-10-2012,Phoenix,24
06-10-2012,Albuquerque,240
06-10-2012,Denver,340
06-10-2012,San Antonio,160
06-10-2012,Dallas,172
06-10-2012,Houston,140
06-10-2012,Kansas City,30
06-10-2012,Minneapolis,280
06-10-2012,Saint Louis,340
06-10-2012,Chicago,265
06-10-2012,Nashville,185
06-10-2012,Indianapolis,302.5
06-10-2012,Atlanta,0
06-10-2012,Detroit,250
06-10-2012,Jacksonville,45
06-10-2012,Charlotte,0
06-10-2012,Miami,70
06-10-2012,Pittsburgh,217.5
06-10-2012,Toronto,0
06-10-2012,Philadelphia,260
06-10-2012,New York,255
06-10-2012,Montreal,219
06-10-2012,Boston,65
06-10-2012,Beersheba,180
06-10-2012,Tel Aviv District,150
06-10-2012,Eilat,40
06-10-2012,Haifa,302
06-10-2012,Nahariyya,302
06-10-2012,Jerusalem,302
07-10-2012,Vancouver,26
07-10-2012,Portland,90
07-10-2012,San Francisco,270
07-10-2012,Seattle,10
07-10-2012,Los Angeles,0
07-10-2012,San Diego,0
07-10-2012,Las Vegas,100
07-10-2012,Phoenix,0
07-10-2012,Albuquerque,160
07-10-2012,Denver,50
07-10-2012,San Antonio,35
07-10-2012,Dallas,20
07-10-2012,Houston,0
07-10-2012,Kansas City,320
07-10-2012,Minneapolis,320
07-10-2012,Saint Louis,320
07-10-2012,Chicago,278
07-10-2012,Nashville,210
07-10-2012,Indianapolis,290
07-10-2012,Atlanta,0
07-10-2012,Detroit,240
07-10-2012,Jacksonville,90
07-10-2012,Charlotte,165
07-10-2012,Miami,81.5
07-10-2012,Pittsburgh,278
07-10-2012,Toronto,0
07-10-2012,Philadelphia,210
07-10-2012,New York,210
07-10-2012,Montreal,245
07-10-2012,Boston,185
07-10-2012,Beersheba,153.5
07-10-2012,Tel Aviv District,174.5
07-10-2012,Eilat,40
07-10-2012,Haifa,326.5
07-10-2012,Nahariyya,326.5
07-10-2012,Jerusalem,310
08-10-2012,Vancouver,22
08-10-2012,Portland,180
08-10-2012,San Francisco,275
08-10-2012,Seattle,0
08-10-2012,Los Angeles,0
08-10-2012,San Diego,270
08-10-2012,Las Vegas,35
08-10-2012,Phoenix,5
08-10-2012,Albuquerque,223
08-10-2012,Denver,130
08-10-2012,San Antonio,20
08-10-2012,Dallas,20
08-10-2012,Houston,20
08-10-2012,Kansas City,235
08-10-2012,Minneapolis,220
08-10-2012,Saint Louis,310
08-10-2012,Chicago,295
08-10-2012,Nashville,340
08-10-2012,Indianapolis,292.5
08-10-2012,Atlanta,320
08-10-2012,Detroit,250
08-10-2012,Jacksonville,85
08-10-2012,Charlotte,45
08-10-2012,Miami,63
08-10-2012,Pittsburgh,270
08-10-2012,Toronto,260
08-10-2012,Philadelphia,310
08-10-2012,New York,305
08-10-2012,Montreal,263
08-10-2012,Boston,0
08-10-2012,Beersheba,246
08-10-2012,Tel Aviv District,230
08-10-2012,Eilat,277.5
08-10-2012,Haifa,294.5
08-10-2012,Nahariyya,294.5
08-10-2012,Jerusalem,289.5
09-10-2012,Vancouver,26
09-10-2012,Portland,0
09-10-2012,San Francisco,265
09-10-2012,Seattle,65
09-10-2012,Los Angeles,0
09-10-2012,San Diego,280
09-10-2012,Las Vegas,160
09-10-2012,Phoenix,5
09-10-2012,Albuquerque,122.5
09-10-2012,Denver,160
09-10-2012,San Antonio,20
09-10-2012,Dallas,0
09-10-2012,Houston,20
09-10-2012,Kansas City,205
09-10-2012,Minneapolis,180
09-10-2012,Saint Louis,0
09-10-2012,Chicago,200
09-10-2012,Nashville,15
09-10-2012,Indianapolis,0
09-10-2012,Atlanta,40
09-10-2012,Detroit,235
09-10-2012,Jacksonville,160
09-10-2012,Charlotte,30
09-10-2012,Miami,44
09-10-2012,Pittsburgh,140
09-10-2012,Toronto,90
09-10-2012,Philadelphia,255
09-10-2012,New York,310
09-10-2012,Montreal,282
09-10-2012,Boston,40
09-10-2012,Beersheba,151.5
09-10-2012,Tel Aviv District,197.5
09-10-2012,Eilat,35
09-10-2012,Haifa,268.5
09-10-2012,Nahariyya,268.5
09-10-2012,Jerusalem,282
10-10-2012,Vancouver,85
10-10-2012,Portland,196.5
10-10-2012,San Francisco,157.5
10-10-2012,Seattle,190
10-10-2012,Los Angeles,0
10-10-2012,San Diego,230
10-10-2012,Las Vegas,142
10-10-2012,Phoenix,75
10-10-2012,Albuquerque,135
10-10-2012,Denver,205
10-10-2012,San Antonio,186.5
10-10-2012,Dallas,140
10-10-2012,Houston,90
10-10-2012,Kansas City,200
10-10-2012,Minneapolis,280
10-10-2012,Saint Louis,170
10-10-2012,Chicago,190
10-10-2012,Nashville,25
10-10-2012,Indianapolis,195
10-10-2012,Atlanta,75
10-10-2012,Detroit,210
10-10-2012,Jacksonville,20
10-10-2012,Charlotte,26.5
10-10-2012,Miami,75
10-10-2012,Pittsburgh,0
10-10-2012,Toronto,0
10-10-2012,Philadelphia,21.5
10-10-2012,New York,45
10-10-2012,Montreal,145.5
10-10-2012,Boston,53.5
10-10-2012,Beersheba,198.5
10-10-2012,Tel Aviv District,245
10-10-2012,Eilat,30
10-10-2012,Haifa,268
10-10-2012,Nahariyya,268
10-10-2012,Jerusalem,295.5
11-10-2012,Vancouver,160.5
11-10-2012,Portland,241.5
11-10-2012,San Francisco,254.5
11-10-2012,Seattle,23.5
11-10-2012,Los Angeles,142
11-10-2012,San Diego,268
11-10-2012,Las Vegas,185
11-10-2012,Phoenix,173
11-10-2012,Albuquerque,185
11-10-2012,Denver,68
11-10-2012,San Antonio,184
11-10-2012,Dallas,65
11-10-2012,Houston,127.5
11-10-2012,Kansas City,91.5
11-10-2012,Minneapolis,265
11-10-2012,Saint Louis,305
11-10-2012,Chicago,232.5
11-10-2012,Nashville,195
11-10-2012,Indianapolis,290
11-10-2012,Atlanta,134.5
11-10-2012,Detroit,259
11-10-2012,Jacksonville,188.5
11-10-2012,Charlotte,255
11-10-2012,Miami,45
11-10-2012,Pittsburgh,213.5
11-10-2012,Toronto,200
11-10-2012,Philadelphia,53
11-10-2012,New York,49
11-10-2012,Montreal,171.5
11-10-2012,Boston,187.5
11-10-2012,Beersheba,180
11-10-2012,Tel Aviv District,291
11-10-2012,Eilat,160
11-10-2012,Haifa,188
11-10-2012,Nahariyya,188
11-10-2012,Jerusalem,303
12-10-2012,Vancouver,85
12-10-2012,Portland,295
12-10-2012,San Francisco,260
12-10-2012,Seattle,172.5
12-10-2012,Los Angeles,0
12-10-2012,San Diego,240
12-10-2012,Las Vegas,240
12-10-2012,Phoenix,100
12-10-2012,Albuquerque,190
12-10-2012,Denver,145
12-10-2012,San Antonio,165
12-10-2012,Dallas,125
12-10-2012,Houston,130
12-10-2012,Kansas City,180
12-10-2012,Minneapolis,320
12-10-2012,Saint Louis,70
12-10-2012,Chicago,210
12-10-2012,Nashville,25
12-10-2012,Indianapolis,220
12-10-2012,Atlanta,0
12-10-2012,Detroit,230
12-10-2012,Jacksonville,55
12-10-2012,Charlotte,160
12-10-2012,Miami,40
12-10-2012,Pittsburgh,240
12-10-2012,Toronto,250
12-10-2012,Philadelphia,295
12-10-2012,New York,290
12-10-2012,Montreal,263
12-10-2012,Boston,250
12-10-2012,Beersheba,157
12-10-2012,Tel Aviv District,211
12-10-2012,Eilat,95
12-10-2012,Haifa,251
12-10-2012,Nahariyya,251
12-10-2012,Jerusalem,259
13-10-2012,Vancouver,100
13-10-2012,Portland,150
13-10-2012,San Francisco,250
13-10-2012,Seattle,165
13-10-2012,Los Angeles,0
13-10-2012,San Diego,170
13-10-2012,Las Vegas,170
13-10-2012,Phoenix,185
13-10-2012,Albuquerque,155
13-10-2012,Denver,60.5
13-10-2012,San Antonio,160
13-10-2012,Dallas,160
13-10-2012,Houston,115
13-10-2012,Kansas City,90
13-10-2012,Minneapolis,155
13-10-2012,Saint Louis,60
13-10-2012,Chicago,232.5
13-10-2012,Nashville,75
13-10-2012,Indianapolis,85
13-10-2012,Atlanta,245
13-10-2012,Detroit,259.5
13-10-2012,Jacksonville,49
13-10-2012,Charlotte,0
13-10-2012,Miami,45
13-10-2012,Pittsburgh,258.5
13-10-2012,Toronto,261
13-10-2012,Philadelphia,242.5
13-10-2012,New York,239
13-10-2012,Montreal,278
13-10-2012,Boston,262
13-10-2012,Beersheba,202.5
13-10-2012,Tel Aviv District,224
13-10-2012,Eilat,203
13-10-2012,Haifa,304.5
13-10-2012,Nahariyya,304.5
13-10-2012,Jerusalem,294
14-10-2012,Vancouver,80
14-10-2012,Portland,180
14-10-2012,San Francisco,260
14-10-2012,Seattle,160
14-10-2012,Los Angeles,0
14-10-2012,San Diego,290
14-10-2012,Las Vegas,95
14-10-2012,Phoenix,0
14-10-2012,Albuquerque,265
14-10-2012,Denver,265
14-10-2012,San Antonio,170
14-10-2012,Dallas,170
14-10-2012,Houston,150
14-10-2012,Kansas City,170
14-10-2012,Minneapolis,140
14-10-2012,Saint Louis,170
14-10-2012,Chicago,170
14-10-2012,Nashville,160
14-10-2012,Indianapolis,130
14-10-2012,Atlanta,40
14-10-2012,Detroit,0
14-10-2012,Jacksonville,50
14-10-2012,Charlotte,30
14-10-2012,Miami,60
14-10-2012,Pittsburgh,110
14-10-2012,Toronto,169
14-10-2012,Philadelphia,200
14-10-2012,New York,110
14-10-2012,Montreal,265
14-10-2012,Boston,245
14-10-2012,Beersheba,157
14-10-2012,Tel Aviv District,295
14-10-2012,Eilat,40
14-10-2012,Haifa,329
14-10-2012,Nahariyya,329
14-10-2012,Jerusalem,313
15-10-2012,Vancouver,105
15-10-2012,Portland,130
15-10-2012,San Francisco,280
15-10-2012,Seattle,175
15-10-2012,Los Angeles,0
15-10-2012,San Diego,305
15-10-2012,Las Vegas,0
15-10-2012,Phoenix,0
15-10-2012,Albuquerque,306.5
15-10-2012,Denver,150.5
15-10-2012,San Antonio,160
15-10-2012,Dallas,200
15-10-2012,Houston,165
15-10-2012,Kansas City,250
15-10-2012,Minneapolis,320
15-10-2012,Saint Louis,180
15-10-2012,Chicago,200
15-10-2012,Nashville,180
15-10-2012,Indianapolis,190
15-10-2012,Atlanta,100
15-10-2012,Detroit,210
15-10-2012,Jacksonville,80
15-10-2012,Charlotte,0
15-10-2012,Miami,55
15-10-2012,Pittsburgh,180
15-10-2012,Toronto,120
15-10-2012,Philadelphia,200
15-10-2012,New York,220
15-10-2012,Montreal,115
15-10-2012,Boston,175
15-10-2012,Beersheba,180
15-10-2012,Tel Aviv District,145
15-10-2012,Eilat,27.5
15-10-2012,Haifa,344
15-10-2012,Nahariyya,344
15-10-2012,Jerusalem,314
16-10-2012,Vancouver,130
16-10-2012,Portland,180
16-10-2012,San Francisco,270
16-10-2012,Seattle,180
16-10-2012,Los Angeles,0
16-10-2012,San Diego,165
16-10-2012,Las Vegas,280
16-10-2012,Phoenix,27.5
16-10-2012,Albuquerque,0
16-10-2012,Denver,190
16-10-2012,San Antonio,20
16-10-2012,Dallas,0
16-10-2012,Houston,55
16-10-2012,Kansas City,0
16-10-2012,Minneapolis,270
16-10-2012,Saint Louis,260
16-10-2012,Chicago,290
16-10-2012,Nashville,290
16-10-2012,Indianapolis,290
16-10-2012,Atlanta,220
16-10-2012,Detroit,270
16-10-2012,Jacksonville,70
16-10-2012,Charlotte,195
16-10-2012,Miami,55
16-10-2012,Pittsburgh,250
16-10-2012,Toronto,200
16-10-2012,Philadelphia,200
16-10-2012,New York,190
16-10-2012,Montreal,165
16-10-2012,Boston,155
16-10-2012,Beersheba,180
16-10-2012,Tel Aviv District,330
16-10-2012,Eilat,30
16-10-2012,Haifa,176
16-10-2012,Nahariyya,176
16-10-2012,Jerusalem,341
17-10-2012,Vancouver,240
17-10-2012,Portland,190
17-10-2012,San Francisco,275
17-10-2012,Seattle,200
17-10-2012,Los Angeles,0
17-10-2012,San Diego,170
17-10-2012,Las Vegas,165
17-10-2012,Phoenix,0
17-10-2012,Albuquerque,215
17-10-2012,Denver,225
17-10-2012,San Antonio,0
17-10-2012,Dallas,150
17-10-2012,Houston,0
17-10-2012,Kansas City,160
17-10-2012,Minneapolis,150
17-10-2012,Saint Louis,142.5
17-10-2012,Chicago,145
17-10-2012,Nashville,0
17-10-2012,Indianapolis,70
17-10-2012,Atlanta,0
17-10-2012,Detroit,200
17-10-2012,Jacksonville,255
17-10-2012,Charlotte,5
17-10-2012,Miami,177
17-10-2012,Pittsburgh,270
17-10-2012,Toronto,0
17-10-2012,Philadelphia,290
17-10-2012,New York,300
17-10-2012,Montreal,260.5
17-10-2012,Boston,275
17-10-2012,Beersheba,185.5
17-10-2012,Tel Aviv District,135
17-10-2012,Eilat,50
17-10-2012,Haifa,11
17-10-2012,Nahariyya,11
17-10-2012,Jerusalem,321
18-10-2012,Vancouver,135
18-10-2012,Portland,260
18-10-2012,San Francisco,35
18-10-2012,Seattle,115
18-10-2012,Los Angeles,0
18-10-2012,San Diego,290
18-10-2012,Las Vegas,142.5
18-10-2012,Phoenix,20
18-10-2012,Albuquerque,200
18-10-2012,Denver,280
18-10-2012,San Antonio,195
18-10-2012,Dallas,190
18-10-2012,Houston,155
18-10-2012,Kansas City,210
18-10-2012,Minneapolis,120
18-10-2012,Saint Louis,180
18-10-2012,Chicago,190
18-10-2012,Nashville,170
18-10-2012,Indianapolis,177.5
18-10-2012,Atlanta,0
18-10-2012,Detroit,170
18-10-2012,Jacksonville,50
18-10-2012,Charlotte,140
18-10-2012,Miami,115
18-10-2012,Pittsburgh,160
18-10-2012,Toronto,65
18-10-2012,Philadelphia,95
18-10-2012,New York,306
18-10-2012,Montreal,249
18-10-2012,Boston,0
18-10-2012,Beersheba,162.5
18-10-2012,Tel Aviv District,190
18-10-2012,Eilat,30
18-10-2012,Haifa,20.5
18-10-2012,Nahariyya,20.5
18-10-2012,Jerusalem,7.5
19-10-2012,Vancouver,90
19-10-2012,Portland,145
19-10-2012,San Francisco,85
19-10-2012,Seattle,0
19-10-2012,Los Angeles,0
19-10-2012,San Diego,180
19-10-2012,Las Vegas,160
19-10-2012,Phoenix,0
19-10-2012,Albuquerque,335
19-10-2012,Denver,115
19-10-2012,San Antonio,35
19-10-2012,Dallas,164
19-10-2012,Houston,50
19-10-2012,Kansas City,270
19-10-2012,Minneapolis,235
19-10-2012,Saint Louis,240
19-10-2012,Chicago,230
19-10-2012,Nashville,230
19-10-2012,Indianapolis,210
19-10-2012,Atlanta,160
19-10-2012,Detroit,180
19-10-2012,Jacksonville,170
19-10-2012,Charlotte,145
19-10-2012,Miami,135
19-10-2012,Pittsburgh,140
19-10-2012,Toronto,0
19-10-2012,Philadelphia,115
19-10-2012,New York,140
19-10-2012,Montreal,112.5
19-10-2012,Boston,0
19-10-2012,Beersheba,180
19-10-2012,Tel Aviv District,95
19-10-2012,Eilat,32.5
19-10-2012,Haifa,181.5
19-10-2012,Nahariyya,181.5
19-10-2012,Jerusalem,339
20-10-2012,Vancouver,140
20-10-2012,Portland,135
20-10-2012,San Francisco,190
20-10-2012,Seattle,170
20-10-2012,Los Angeles,0
20-10-2012,San Diego,300
20-10-2012,Las Vegas,80
20-10-2012,Phoenix,0
20-10-2012,Albuquerque,295
20-10-2012,Denver,230
20-10-2012,San Antonio,50
20-10-2012,Dallas,241
20-10-2012,Houston,35
20-10-2012,Kansas City,300
20-10-2012,Minneapolis,10
20-10-2012,Saint Louis,260
20-10-2012,Chicago,180
20-10-2012,Nashville,225
20-10-2012,Indianapolis,210
20-10-2012,Atlanta,230
20-10-2012,Detroit,170
20-10-2012,Jacksonville,210
20-10-2012,Charlotte,220
20-10-2012,Miami,0
20-10-2012,Pittsburgh,140
20-10-2012,Toronto,60
20-10-2012,Philadelphia,140
20-10-2012,New York,150
20-10-2012,Montreal,123.5
20-10-2012,Boston,60
20-10-2012,Beersheba,168.5
20-10-2012,Tel Aviv District,115
20-10-2012,Eilat,190
20-10-2012,Haifa,229
20-10-2012,Nahariyya,229
20-10-2012,Jerusalem,313
21-10-2012,Vancouver,188.5
21-10-2012,Portland,182.5
21-10-2012,San Francisco,247.5
21-10-2012,Seattle,188.5
21-10-2012,Los Angeles,44.5
21-10-2012,San Diego,255
21-10-2012,Las Vegas,102
21-10-2012,Phoenix,56
21-10-2012,Albuquerque,98
21-10-2012,Denver,161
21-10-2012,San Antonio,165
21-10-2012,Dallas,105
21-10-2012,Houston,26
21-10-2012,Kansas City,0
21-10-2012,Minneapolis,36
21-10-2012,Saint Louis,260
21-10-2012,Chicago,201.5
21-10-2012,Nashville,236
21-10-2012,Indianapolis,256
21-10-2012,Atlanta,251.5
21-10-2012,Detroit,220
21-10-2012,Jacksonville,284
21-10-2012,Charlotte,42.5
21-10-2012,Miami,162.5
21-10-2012,Pittsburgh,230.5
21-10-2012,Toronto,125.5
21-10-2012,Philadelphia,140.5
21-10-2012,New York,142.5
21-10-2012,Montreal,228.5
21-10-2012,Boston,162.5
21-10-2012,Beersheba,192
21-10-2012,Tel Aviv District,54
21-10-2012,Eilat,215
21-10-2012,Haifa,244
21-10-2012,Nahariyya,244
21-10-2012,Jerusalem,301.5
22-10-2012,Vancouver,92.5
22-10-2012,Portland,134
22-10-2012,San Francisco,262
22-10-2012,Seattle,179
22-10-2012,Los Angeles,0
22-10-2012,San Diego,183
22-10-2012,Las Vegas,198.5
22-10-2012,Phoenix,90
22-10-2012,Albuquerque,155
22-10-2012,Denver,254.5
22-10-2012,San Antonio,178.5
22-10-2012,Dallas,182
22-10-2012,Houston,160
22-10-2012,Kansas City,100
22-10-2012,Minneapolis,140
22-10-2012,Saint Louis,140
22-10-2012,Chicago,145
22-10-2012,Nashville,175
22-10-2012,Indianapolis,140
22-10-2012,Atlanta,10
22-10-2012,Detroit,241.5
22-10-2012,Jacksonville,158
22-10-2012,Charlotte,45
22-10-2012,Miami,55
22-10-2012,Pittsburgh,245
22-10-2012,Toronto,132.5
22-10-2012,Philadelphia,280
22-10-2012,New York,281
22-10-2012,Montreal,239
22-10-2012,Boston,44
22-10-2012,Beersheba,188
22-10-2012,Tel Aviv District,195
22-10-2012,Eilat,111.5
22-10-2012,Haifa,182.5
22-10-2012,Nahariyya,182.5
22-10-2012,Jerusalem,219.5
23-10-2012,Vancouver,80
23-10-2012,Portland,130
23-10-2012,San Francisco,215
23-10-2012,Seattle,0
23-10-2012,Los Angeles,0
23-10-2012,San Diego,265
23-10-2012,Las Vegas,200
23-10-2012,Phoenix,10
23-10-2012,Albuquerque,160
23-10-2012,Denver,180
23-10-2012,San Antonio,170
23-10-2012,Dallas,180
23-10-2012,Houston,135
23-10-2012,Kansas City,170
23-10-2012,Minneapolis,35
23-10-2012,Saint Louis,150
23-10-2012,Chicago,160
23-10-2012,Nashville,180
23-10-2012,Indianapolis,157.5
23-10-2012,Atlanta,0
23-10-2012,Detroit,0
23-10-2012,Jacksonville,35
23-10-2012,Charlotte,0
23-10-2012,Miami,50
23-10-2012,Pittsburgh,180
23-10-2012,Toronto,0
23-10-2012,Philadelphia,260
23-10-2012,New York,290
23-10-2012,Montreal,270
23-10-2012,Boston,25
23-10-2012,Beersheba,135
23-10-2012,Tel Aviv District,225
23-10-2012,Eilat,179
23-10-2012,Haifa,266
23-10-2012,Nahariyya,266
23-10-2012,Jerusalem,253.5
24-10-2012,Vancouver,90
24-10-2012,Portland,190
24-10-2012,San Francisco,190
24-10-2012,Seattle,150
24-10-2012,Los Angeles,0
24-10-2012,San Diego,210
24-10-2012,Las Vegas,220
24-10-2012,Phoenix,0
24-10-2012,Albuquerque,140
24-10-2012,Denver,215
24-10-2012,San Antonio,170
24-10-2012,Dallas,170
24-10-2012,Houston,130
24-10-2012,Kansas City,190
24-10-2012,Minneapolis,100
24-10-2012,Saint Louis,175
24-10-2012,Chicago,165
24-10-2012,Nashville,170
24-10-2012,Indianapolis,200
24-10-2012,Atlanta,0
24-10-2012,Detroit,210
24-10-2012,Jacksonville,70
24-10-2012,Charlotte,65
24-10-2012,Miami,60
24-10-2012,Pittsburgh,190
24-10-2012,Toronto,60
24-10-2012,Philadelphia,220
24-10-2012,New York,225
24-10-2012,Montreal,250
24-10-2012,Boston,160
24-10-2012,Beersheba,253
24-10-2012,Tel Aviv District,175
24-10-2012,Eilat,110
24-10-2012,Haifa,313.5
24-10-2012,Nahariyya,313.5
24-10-2012,Jerusalem,303.5
25-10-2012,Vancouver,95
25-10-2012,Portland,135
25-10-2012,San Francisco,205
25-10-2012,Seattle,0
25-10-2012,Los Angeles,0
25-10-2012,San Diego,90
25-10-2012,Las Vegas,225
25-10-2012,Phoenix,25
25-10-2012,Albuquerque,145
25-10-2012,Denver,45
25-10-2012,San Antonio,170
25-10-2012,Dallas,170
25-10-2012,Houston,130
25-10-2012,Kansas City,190
25-10-2012,Minneapolis,222.5
25-10-2012,Saint Louis,160
25-10-2012,Chicago,180
25-10-2012,Nashville,170
25-10-2012,Indianapolis,170
25-10-2012,Atlanta,0
25-10-2012,Detroit,170
25-10-2012,Jacksonville,80
25-10-2012,Charlotte,0
25-10-2012,Miami,60
25-10-2012,Pittsburgh,190
25-10-2012,Toronto,0
25-10-2012,Philadelphia,45
25-10-2012,New York,50
25-10-2012,Montreal,35
25-10-2012,Boston,15
25-10-2012,Beersheba,168.5
25-10-2012,Tel Aviv District,320
25-10-2012,Eilat,32.5
25-10-2012,Haifa,340.5
25-10-2012,Nahariyya,340.5
25-10-2012,Jerusalem,332
26-10-2012,Vancouver,95
26-10-2012,Portland,130
26-10-2012,San Francisco,75
26-10-2012,Seattle,0
26-10-2012,Los Angeles,0
26-10-2012,San Diego,0
26-10-2012,Las Vegas,290
26-10-2012,Phoenix,110
26-10-2012,Albuquerque,325
26-10-2012,Denver,65
26-10-2012,San Antonio,170
26-10-2012,Dallas,180
26-10-2012,Houston,130
26-10-2012,Kansas City,205
26-10-2012,Minneapolis,330
26-10-2012,Saint Louis,165
26-10-2012,Chicago,190
26-10-2012,Nashville,170
26-10-2012,Indianapolis,170
26-10-2012,Atlanta,0
26-10-2012,Detroit,180
26-10-2012,Jacksonville,70
26-10-2012,Charlotte,0
26-10-2012,Miami,40
26-10-2012,Pittsburgh,170
26-10-2012,Toronto,70
26-10-2012,Philadelphia,80
26-10-2012,New York,75
26-10-2012,Montreal,40
