Date,City,Value
03-10-2012,Seattle,287.28
03-10-2012,Los Angeles,299.63
03-10-2012,San Diego,296.8
03-10-2012,Las Vegas,299.7
03-10-2012,Phoenix,302.34
03-10-2012,Albuquerque,291.3
03-10-2012,Denver,285.78
03-10-2012,San Antonio,290.83
03-10-2012,Dallas,295.15
03-10-2012,Houston,293.52
03-10-2012,Kansas City,292.1
03-10-2012,Minneapolis,286.4
03-10-2012,Saint Louis,288
03-10-2012,Chicago,288.01
03-10-2012,Nashville,289.3
03-10-2012,Indianapolis,286
03-10-2012,Atlanta,293.48
03-10-2012,Detroit,287.3
03-10-2012,Jacksonville,298.64
03-10-2012,Charlotte,295.77
03-10-2012,Miami,298.46
03-10-2012,Pittsburgh,288.9
03-10-2012,Toronto,287.2
03-10-2012,Philadelphia,289.98
03-10-2012,New York,290.04
03-10-2012,Montreal,286.1
03-10-2012,Boston,288.66
03-10-2012,Beersheba,298.71
03-10-2012,Tel Aviv District,301.19
03-10-2012,Eilat,303.42
03-10-2012,Haifa,302.05
03-10-2012,Nahariyya,301.35
03-10-2012,Jerusalem,301.1
04-10-2012,Vancouver,283.6
04-10-2012,Portland,286.21
04-10-2012,San Francisco,296.28
04-10-2012,Seattle,283.61
04-10-2012,Los Angeles,295.58
04-10-2012,San Diego,295.4
04-10-2012,Las Vegas,301.3
04-10-2012,Phoenix,301.5
04-10-2012,Albuquerque,292.32
04-10-2012,Denver,290.3
04-10-2012,San Antonio,291.18
04-10-2012,Dallas,293.42
04-10-2012,Houston,292.62
04-10-2012,Kansas City,289.72
04-10-2012,Minneapolis,286.68
04-10-2012,Saint Louis,289.69
04-10-2012,Chicago,289.9
04-10-2012,Nashville,287.8
04-10-2012,Indianapolis,287.95
04-10-2012,Atlanta,290.84
04-10-2012,Detroit,289.99
04-10-2012,Jacksonville,298.3
04-10-2012,Charlotte,293.99
04-10-2012,Miami,298.78
04-10-2012,Pittsburgh,292.64
04-10-2012,Toronto,287.95
04-10-2012,Philadelphia,291.96
04-10-2012,New York,290.74
04-10-2012,Montreal,285.8
04-10-2012,Boston,289.7
04-10-2012,Beersheba,297.32
04-10-2012,Tel Aviv District,299.11
04-10-2012,Eilat,301.76
04-10-2012,Haifa,299.27
04-10-2012,Nahariyya,299.27
04-10-2012,Jerusalem,299.7
05-10-2012,Vancouver,282.73
05-10-2012,Portland,287.68
05-10-2012,San Francisco,289.6
05-10-2012,Seattle,284.18
05-10-2012,Los Angeles,292.54
05-10-2012,San Diego,293.36
05-10-2012,Las Vegas,300.69
05-10-2012,Phoenix,301.38
05-10-2012,Albuquerque,293.22
05-10-2012,Denver,278.2
05-10-2012,San Antonio,296.34
05-10-2012,Dallas,295.42
05-10-2012,Houston,295.73
05-10-2012,Kansas City,288.78
05-10-2012,Minneapolis,282.08
05-10-2012,Saint Louis,291.74
05-10-2012,Chicago,289.54
05-10-2012,Nashville,289.88
05-10-2012,Indianapolis,288.84
05-10-2012,Atlanta,290.04
05-10-2012,Detroit,290.17
05-10-2012,Jacksonville,296.58
05-10-2012,Charlotte,293.2
05-10-2012,Miami,301.2
05-10-2012,Pittsburgh,291.28
05-10-2012,Toronto,288.76
05-10-2012,Philadelphia,293.5
05-10-2012,New York,293.9
05-10-2012,Montreal,287.42
05-10-2012,Boston,289.46
05-10-2012,Beersheba,297.87
05-10-2012,Tel Aviv District,299.02
05-10-2012,Eilat,300.82
05-10-2012,Haifa,298.65
05-10-2012,Nahariyya,298.65
05-10-2012,Jerusalem,297.2
06-10-2012,Vancouver,284
06-10-2012,Portland,287.82
06-10-2012,San Francisco,288.62
06-10-2012,Seattle,284.35
06-10-2012,Los Angeles,291.53
06-10-2012,San Diego,291.96
06-10-2012,Las Vegas,299.5
06-10-2012,Phoenix,299.44
06-10-2012,Albuquerque,292.56
06-10-2012,Denver,275.96
06-10-2012,San Antonio,297.77
06-10-2012,Dallas,298.22
06-10-2012,Houston,297.34
06-10-2012,Kansas City,283.87
06-10-2012,Minneapolis,278.7
06-10-2012,Saint Louis,283.44
06-10-2012,Chicago,282.22
06-10-2012,Nashville,290.98
06-10-2012,Indianapolis,284.33
06-10-2012,Atlanta,290.87
06-10-2012,Detroit,287.77
06-10-2012,Jacksonville,297.62
06-10-2012,Charlotte,291.67
06-10-2012,Miami,301.32
06-10-2012,Pittsburgh,290.09
06-10-2012,Toronto,288.64
06-10-2012,Philadelphia,291.37
06-10-2012,New York,292.34
06-10-2012,Montreal,287.6
06-10-2012,Boston,289.53
06-10-2012,Beersheba,297.32
06-10-2012,Tel Aviv District,298.51
06-10-2012,Eilat,298.48
06-10-2012,Haifa,298.4
06-10-2012,Nahariyya,298.4
06-10-2012,Jerusalem,296.9
07-10-2012,Vancouver,284.28
07-10-2012,Portland,288.77
07-10-2012,San Francisco,289.6
07-10-2012,Seattle,285.2
07-10-2012,Los Angeles,292.06
07-10-2012,San Diego,291.48
07-10-2012,Las Vegas,298.16
07-10-2012,Phoenix,298.34
07-10-2012,Albuquerque,291.06
07-10-2012,Denver,274.03
07-10-2012,San Antonio,296.18
07-10-2012,Dallas,285.71
07-10-2012,Houston,296.18
07-10-2012,Kansas City,278.84
07-10-2012,Minneapolis,276.62
07-10-2012,Saint Louis,278.96
07-10-2012,Chicago,280.32
07-10-2012,Nashville,286.08
07-10-2012,Indianapolis,278.25
07-10-2012,Atlanta,292.06
07-10-2012,Detroit,281.41
07-10-2012,Jacksonville,298.31
07-10-2012,Charlotte,291.94
07-10-2012,Miami,301.1
07-10-2012,Pittsburgh,285.92
07-10-2012,Toronto,283.37
07-10-2012,Philadelphia,290.44
07-10-2012,New York,291.38
07-10-2012,Montreal,286.21
07-10-2012,Boston,288.96
07-10-2012,Beersheba,297.04
07-10-2012,Tel Aviv District,298.26
07-10-2012,Eilat,300.99
07-10-2012,Haifa,297.61
07-10-2012,Nahariyya,297.61
07-10-2012,Jerusalem,295.62
08-10-2012,Vancouver,285.16
08-10-2012,Portland,289.12
08-10-2012,San Francisco,287.64
08-10-2012,Seattle,286.64
08-10-2012,Los Angeles,293.64
08-10-2012,San Diego,292.96
08-10-2012,Las Vegas,295.98
08-10-2012,Phoenix,299.22
08-10-2012,Albuquerque,281.66
08-10-2012,Denver,273.34
08-10-2012,San Antonio,286.4
08-10-2012,Dallas,282.34
08-10-2012,Houston,289.59
08-10-2012,Kansas City,279.18
08-10-2012,Minneapolis,275.3
08-10-2012,Saint Louis,279.86
08-10-2012,Chicago,280.24
08-10-2012,Nashville,282.34
08-10-2012,Indianapolis,279.7
08-10-2012,Atlanta,287.75
08-10-2012,Detroit,280.85
08-10-2012,Jacksonville,297.64
08-10-2012,Charlotte,286.9
08-10-2012,Miami,299.96
08-10-2012,Pittsburgh,280.74
08-10-2012,Toronto,280.18
08-10-2012,Philadelphia,282.99
08-10-2012,New York,283.96
08-10-2012,Montreal,281.8
08-10-2012,Boston,284.52
08-10-2012,Beersheba,296.76
08-10-2012,Tel Aviv District,298.13
08-10-2012,Eilat,299.65
08-10-2012,Haifa,297.75
08-10-2012,Nahariyya,297.75
08-10-2012,Jerusalem,296.3
09-10-2012,Vancouver,285.37
09-10-2012,Portland,285.1
09-10-2012,San Francisco,287.85
09-10-2012,Seattle,286
09-10-2012,Los Angeles,291.69
09-10-2012,San Diego,292.58
09-10-2012,Las Vegas,295.4
09-10-2012,Phoenix,298.66
09-10-2012,Albuquerque,282.75
09-10-2012,Denver,278.22
09-10-2012,San Antonio,285.48
09-10-2012,Dallas,283.23
09-10-2012,Houston,287.68
09-10-2012,Kansas City,280.42
09-10-2012,Minneapolis,279.35
09-10-2012,Saint Louis,279.26
09-10-2012,Chicago,277.85
09-10-2012,Nashville,283.35
09-10-2012,Indianapolis,277.44
09-10-2012,Atlanta,285.74
09-10-2012,Detroit,280.26
09-10-2012,Jacksonville,298
09-10-2012,Charlotte,283.93
09-10-2012,Miami,299.29
09-10-2012,Pittsburgh,277.6
09-10-2012,Toronto,279.01
09-10-2012,Philadelphia,281.54
09-10-2012,New York,282.74
09-10-2012,Montreal,279.82
09-10-2012,Boston,283.42
09-10-2012,Beersheba,296.76
09-10-2012,Tel Aviv District,298.18
09-10-2012,Eilat,299.73
09-10-2012,Haifa,297.9
09-10-2012,Nahariyya,297.9
09-10-2012,Jerusalem,295.95
10-10-2012,Vancouver,284.03
10-10-2012,Portland,283.28
10-10-2012,San Francisco,287.8
10-10-2012,Seattle,284.25
10-10-2012,Los Angeles,291.34
10-10-2012,San Diego,291.52
10-10-2012,Las Vegas,298.34
10-10-2012,Phoenix,298.88
10-10-2012,Albuquerque,288.32
10-10-2012,Denver,281.62
10-10-2012,San Antonio,290.01
10-10-2012,Dallas,287.58
10-10-2012,Houston,289.07
10-10-2012,Kansas City,285.42
10-10-2012,Minneapolis,281.68
10-10-2012,Saint Louis,282.72
10-10-2012,Chicago,284.24
10-10-2012,Nashville,281.54
10-10-2012,Indianapolis,278.46
10-10-2012,Atlanta,284.86
10-10-2012,Detroit,281.07
10-10-2012,Jacksonville,292.36
10-10-2012,Charlotte,281.44
10-10-2012,Miami,300.34
10-10-2012,Pittsburgh,278.3
10-10-2012,Toronto,282.1
10-10-2012,Philadelphia,282.38
10-10-2012,New York,283.94
10-10-2012,Montreal,280.15
10-10-2012,Boston,283.94
10-10-2012,Beersheba,296.48
10-10-2012,Tel Aviv District,297.62
10-10-2012,Eilat,300.3
10-10-2012,Haifa,297.9
10-10-2012,Nahariyya,297.9
10-10-2012,Jerusalem,296.2
11-10-2012,Vancouver,284.22
11-10-2012,Portland,287.15
11-10-2012,San Francisco,289.68
11-10-2012,Seattle,284.97
11-10-2012,Los Angeles,292.2
11-10-2012,San Diego,292.85
11-10-2012,Las Vegas,298.48
11-10-2012,Phoenix,300.27
11-10-2012,Albuquerque,288.32
11-10-2012,Denver,288.9
11-10-2012,San Antonio,299.11
11-10-2012,Dallas,292.02
11-10-2012,Houston,299.92
11-10-2012,Kansas City,284.95
11-10-2012,Minneapolis,278.98
11-10-2012,Saint Louis,283.81
11-10-2012,Chicago,281.28
11-10-2012,Nashville,288.62
11-10-2012,Indianapolis,282.28
11-10-2012,Atlanta,290.85
11-10-2012,Detroit,281.86
11-10-2012,Jacksonville,294.61
11-10-2012,Charlotte,289.72
11-10-2012,Miami,300.89
11-10-2012,Pittsburgh,283.3
11-10-2012,Toronto,283.91
11-10-2012,Philadelphia,288.4
11-10-2012,New York,288.44
11-10-2012,Montreal,284.61
11-10-2012,Boston,286.3
11-10-2012,Beersheba,297.51
11-10-2012,Tel Aviv District,295.89
11-10-2012,Eilat,297.6
11-10-2012,Haifa,297.29
11-10-2012,Nahariyya,297.29
11-10-2012,Jerusalem,297.21
12-10-2012,Vancouver,283.45
12-10-2012,Portland,282.74
12-10-2012,San Francisco,286.74
12-10-2012,Seattle,283.44
12-10-2012,Los Angeles,290.32
12-10-2012,San Diego,290.43
12-10-2012,Las Vegas,290.56
12-10-2012,Phoenix,298.76
12-10-2012,Albuquerque,287.18
12-10-2012,Denver,283.08
12-10-2012,San Antonio,297.6
12-10-2012,Dallas,293.66
12-10-2012,Houston,298.14
12-10-2012,Kansas City,283.33
12-10-2012,Minneapolis,281.82
12-10-2012,Saint Louis,280.38
12-10-2012,Chicago,279.87
12-10-2012,Nashville,282.74
12-10-2012,Indianapolis,277.5
12-10-2012,Atlanta,287.96
12-10-2012,Detroit,278.66
12-10-2012,Jacksonville,292.92
12-10-2012,Charlotte,287.24
12-10-2012,Miami,300.06
12-10-2012,Pittsburgh,280.72
12-10-2012,Toronto,279.56
12-10-2012,Philadelphia,284.34
12-10-2012,New York,285.13
12-10-2012,Montreal,280.46
12-10-2012,Boston,284.9
12-10-2012,Beersheba,297.87
12-10-2012,Tel Aviv District,298.94
12-10-2012,Eilat,301.88
12-10-2012,Haifa,298.25
12-10-2012,Nahariyya,298.25
12-10-2012,Jerusalem,297.25
13-10-2012,Vancouver,283.17
13-10-2012,Portland,283.25
13-10-2012,San Francisco,286.9
13-10-2012,Seattle,284.26
13-10-2012,Los Angeles,289.38
13-10-2012,San Diego,290.82
13-10-2012,Las Vegas,287.96
13-10-2012,Phoenix,294.1
13-10-2012,Albuquerque,289.14
13-10-2012,Denver,281.62
13-10-2012,San Antonio,298.96
13-10-2012,Dallas,299.12
13-10-2012,Houston,301.31
13-10-2012,Kansas City,285.64
13-10-2012,Minneapolis,279.78
13-10-2012,Saint Louis,286.97
13-10-2012,Chicago,283.5
13-10-2012,Nashville,288.15
13-10-2012,Indianapolis,283.47
13-10-2012,Atlanta,294.05
13-10-2012,Detroit,281.78
13-10-2012,Jacksonville,296.84
13-10-2012,Charlotte,290.11
13-10-2012,Miami,300.2
13-10-2012,Pittsburgh,282.31
13-10-2012,Toronto,280.68
13-10-2012,Philadelphia,284.57
13-10-2012,New York,284.49
13-10-2012,Montreal,279.19
13-10-2012,Boston,281.41
13-10-2012,Beersheba,297.04
13-10-2012,Tel Aviv District,298.24
13-10-2012,Eilat,300.78
13-10-2012,Haifa,298.18
13-10-2012,Nahariyya,298.18
13-10-2012,Jerusalem,298.38
14-10-2012,Vancouver,284.8
14-10-2012,Portland,285.54
14-10-2012,San Francisco,286.4
14-10-2012,Seattle,285.82
14-10-2012,Los Angeles,290.34
14-10-2012,San Diego,290.3
14-10-2012,Las Vegas,288.28
14-10-2012,Phoenix,292.04
14-10-2012,Albuquerque,283.88
14-10-2012,Denver,282.9
14-10-2012,San Antonio,297.91
14-10-2012,Dallas,297.61
14-10-2012,Houston,298.06
14-10-2012,Kansas City,290.66
14-10-2012,Minneapolis,282.38
14-10-2012,Saint Louis,287.54
14-10-2012,Chicago,282.27
14-10-2012,Nashville,287.22
14-10-2012,Indianapolis,281.89
14-10-2012,Atlanta,292.29
14-10-2012,Detroit,279.34
14-10-2012,Jacksonville,294.95
14-10-2012,Charlotte,287.74
14-10-2012,Miami,298.38
14-10-2012,Pittsburgh,278.02
14-10-2012,Toronto,277.14
14-10-2012,Philadelphia,279.85
14-10-2012,New York,280.18
14-10-2012,Montreal,275.3
14-10-2012,Boston,278.09
14-10-2012,Beersheba,297.32
14-10-2012,Tel Aviv District,298.51
14-10-2012,Eilat,301.96
14-10-2012,Haifa,299.3
14-10-2012,Nahariyya,299.3
14-10-2012,Jerusalem,298.1
15-10-2012,Vancouver,286.48
15-10-2012,Portland,287.43
15-10-2012,San Francisco,288.5
15-10-2012,Seattle,287.74
15-10-2012,Los Angeles,291.74
15-10-2012,San Diego,291.5
15-10-2012,Las Vegas,290.28
15-10-2012,Phoenix,294.32
15-10-2012,Albuquerque,284.1
15-10-2012,Denver,283.06
15-10-2012,San Antonio,297.82
15-10-2012,Dallas,297.16
15-10-2012,Houston,298.36
15-10-2012,Kansas City,291.44
15-10-2012,Minneapolis,281.66
15-10-2012,Saint Louis,293.34
15-10-2012,Chicago,291.42
15-10-2012,Nashville,293.78
15-10-2012,Indianapolis,293.15
15-10-2012,Atlanta,290.25
15-10-2012,Detroit,290.62
15-10-2012,Jacksonville,296.68
15-10-2012,Charlotte,285.81
15-10-2012,Miami,299.66
15-10-2012,Pittsburgh,290
15-10-2012,Toronto,286.02
15-10-2012,Philadelphia,283.54
15-10-2012,New York,285.18
15-10-2012,Montreal,279.33
15-10-2012,Boston,282.02
15-10-2012,Beersheba,297.32
15-10-2012,Tel Aviv District,298.42
15-10-2012,Eilat,302.06
15-10-2012,Haifa,298.7
15-10-2012,Nahariyya,298.7
15-10-2012,Jerusalem,297.8
16-10-2012,Vancouver,285.18
16-10-2012,Portland,288.35
16-10-2012,San Francisco,289.02
16-10-2012,Seattle,287.12
16-10-2012,Los Angeles,296.08
16-10-2012,San Diego,294.9
16-10-2012,Las Vegas,293.66
16-10-2012,Phoenix,298.14
16-10-2012,Albuquerque,285.5
16-10-2012,Denver,285
16-10-2012,San Antonio,295.21
16-10-2012,Dallas,292.56
16-10-2012,Houston,297.26
16-10-2012,Kansas City,285.95
16-10-2012,Minneapolis,282.94
16-10-2012,Saint Louis,287.12
16-10-2012,Chicago,283.14
16-10-2012,Nashville,291.3
16-10-2012,Indianapolis,284.4
16-10-2012,Atlanta,293.48
16-10-2012,Detroit,284.17
16-10-2012,Jacksonville,297.47
16-10-2012,Charlotte,291.14
16-10-2012,Miami,299.78
16-10-2012,Pittsburgh,287.56
16-10-2012,Toronto,284.69
16-10-2012,Philadelphia,290.46
16-10-2012,New York,290.78
16-10-2012,Montreal,284.24
16-10-2012,Boston,290.2
16-10-2012,Beersheba,298.15
16-10-2012,Tel Aviv District,299.16
16-10-2012,Eilat,301.49
16-10-2012,Haifa,299.44
16-10-2012,Nahariyya,299.44
16-10-2012,Jerusalem,299.54
17-10-2012,Vancouver,285.2
17-10-2012,Portland,288.1
17-10-2012,San Francisco,291.32
17-10-2012,Seattle,287.07
17-10-2012,Los Angeles,293.98
17-10-2012,San Diego,292.76
17-10-2012,Las Vegas,293.71
17-10-2012,Phoenix,297.4
17-10-2012,Albuquerque,287.58
17-10-2012,Denver,289.28
17-10-2012,San Antonio,292.52
17-10-2012,Dallas,291.87
17-10-2012,Houston,292.68
17-10-2012,Kansas City,291.19
17-10-2012,Minneapolis,287.08
17-10-2012,Saint Louis,286.12
17-10-2012,Chicago,281.31
17-10-2012,Nashville,285.26
17-10-2012,Indianapolis,280.47
17-10-2012,Atlanta,287.7
17-10-2012,Detroit,282.02
17-10-2012,Jacksonville,295.2
17-10-2012,Charlotte,288.15
17-10-2012,Miami,299.66
17-10-2012,Pittsburgh,282.08
17-10-2012,Toronto,280.3
17-10-2012,Philadelphia,286.45
17-10-2012,New York,286.7
17-10-2012,Montreal,281.26
17-10-2012,Boston,286.01
17-10-2012,Beersheba,298.7
17-10-2012,Tel Aviv District,299.06
17-10-2012,Eilat,302.8
17-10-2012,Haifa,300.16
17-10-2012,Nahariyya,300.16
17-10-2012,Jerusalem,300.3
18-10-2012,Vancouver,282.22
18-10-2012,Portland,281.7
18-10-2012,San Francisco,290.69
18-10-2012,Seattle,282.44
18-10-2012,Los Angeles,295.28
18-10-2012,San Diego,294.28
18-10-2012,Las Vegas,296.02
18-10-2012,Phoenix,297.3
18-10-2012,Albuquerque,289.94
18-10-2012,Denver,284.07
18-10-2012,San Antonio,293.52
18-10-2012,Dallas,293.97
18-10-2012,Houston,291.72
18-10-2012,Kansas City,290.54
18-10-2012,Minneapolis,285.72
18-10-2012,Saint Louis,290.94
18-10-2012,Chicago,291.26
18-10-2012,Nashville,289.18
18-10-2012,Indianapolis,288.8
18-10-2012,Atlanta,286.3
18-10-2012,Detroit,285.9
18-10-2012,Jacksonville,291.65
18-10-2012,Charlotte,285.26
18-10-2012,Miami,299.42
18-10-2012,Pittsburgh,280.95
18-10-2012,Toronto,281.24
18-10-2012,Philadelphia,280.54
18-10-2012,New York,281.28
18-10-2012,Montreal,277.98
18-10-2012,Boston,277.96
18-10-2012,Beersheba,298.98
18-10-2012,Tel Aviv District,298.77
18-10-2012,Eilat,303.32
18-10-2012,Haifa,300.32
18-10-2012,Nahariyya,300.32
18-10-2012,Jerusalem,300.4
19-10-2012,Vancouver,282.98
19-10-2012,Portland,282.02
19-10-2012,San Francisco,292.68
19-10-2012,Seattle,283.12
19-10-2012,Los Angeles,296.3
19-10-2012,San Diego,296.14
19-10-2012,Las Vegas,292.71
19-10-2012,Phoenix,297.88
19-10-2012,Albuquerque,287.16
19-10-2012,Denver,280.48
19-10-2012,San Antonio,296.06
19-10-2012,Dallas,293.18
19-10-2012,Houston,297.14
19-10-2012,Kansas City,284.63
19-10-2012,Minneapolis,281.14
19-10-2012,Saint Louis,286
19-10-2012,Chicago,284.14
19-10-2012,Nashville,290.92
19-10-2012,Indianapolis,287.22
19-10-2012,Atlanta,289.33
19-10-2012,Detroit,288.16
19-10-2012,Jacksonville,293.74
19-10-2012,Charlotte,286.94
19-10-2012,Miami,298.32
19-10-2012,Pittsburgh,285.84
19-10-2012,Toronto,284.5
19-10-2012,Philadelphia,282.52
19-10-2012,New York,283.5
19-10-2012,Montreal,283.46
19-10-2012,Boston,280.92
19-10-2012,Beersheba,297.6
19-10-2012,Tel Aviv District,298.22
19-10-2012,Eilat,302.12
19-10-2012,Haifa,300.12
19-10-2012,Nahariyya,300.12
19-10-2012,Jerusalem,299.58
20-10-2012,Vancouver,284.4
20-10-2012,Portland,285.88
20-10-2012,San Francisco,291.98
20-10-2012,Seattle,286.38
20-10-2012,Los Angeles,293.6
20-10-2012,San Diego,293.24
20-10-2012,Las Vegas,293
20-10-2012,Phoenix,296.84
20-10-2012,Albuquerque,287.45
20-10-2012,Denver,283.98
20-10-2012,San Antonio,291.96
20-10-2012,Dallas,288.6
20-10-2012,Houston,293.19
20-10-2012,Kansas City,282.54
20-10-2012,Minneapolis,281.27
20-10-2012,Saint Louis,283.96
20-10-2012,Chicago,280.59
20-10-2012,Nashville,286.9
20-10-2012,Indianapolis,282.24
20-10-2012,Atlanta,289.82
20-10-2012,Detroit,284.79
20-10-2012,Jacksonville,296.38
20-10-2012,Charlotte,289.38
20-10-2012,Miami,299.96
20-10-2012,Pittsburgh,282.62
20-10-2012,Toronto,283.05
20-10-2012,Philadelphia,290.86
20-10-2012,New York,290.84
20-10-2012,Montreal,285.42
20-10-2012,Boston,286.28
20-10-2012,Beersheba,297.04
20-10-2012,Tel Aviv District,297.71
20-10-2012,Eilat,302.4
20-10-2012,Haifa,299.48
20-10-2012,Nahariyya,299.48
20-10-2012,Jerusalem,298.7
21-10-2012,Vancouver,281.37
21-10-2012,Portland,282.73
21-10-2012,San Francisco,288.14
21-10-2012,Seattle,280.66
21-10-2012,Los Angeles,292.21
21-10-2012,San Diego,292.39
21-10-2012,Las Vegas,293.03
21-10-2012,Phoenix,296.23
21-10-2012,Albuquerque,286.98
21-10-2012,Denver,288.52
21-10-2012,San Antonio,292.35
21-10-2012,Dallas,288.72
21-10-2012,Houston,290.69
21-10-2012,Kansas City,282.94
21-10-2012,Minneapolis,278.38
21-10-2012,Saint Louis,283.16
21-10-2012,Chicago,280.54
21-10-2012,Nashville,285.33
21-10-2012,Indianapolis,281.44
21-10-2012,Atlanta,284.42
21-10-2012,Detroit,281.34
21-10-2012,Jacksonville,292.2
21-10-2012,Charlotte,284.11
21-10-2012,Miami,298.36
21-10-2012,Pittsburgh,282.22
21-10-2012,Toronto,282.46
21-10-2012,Philadelphia,287.22
21-10-2012,New York,289.17
21-10-2012,Montreal,285.3
21-10-2012,Boston,291.52
21-10-2012,Beersheba,297.62
21-10-2012,Tel Aviv District,297.99
21-10-2012,Eilat,302.84
21-10-2012,Haifa,298.2
21-10-2012,Nahariyya,298.2
21-10-2012,Jerusalem,296.51
22-10-2012,Vancouver,279.05
22-10-2012,Portland,279.52
22-10-2012,San Francisco,286.04
22-10-2012,Seattle,279.14
22-10-2012,Los Angeles,291.98
22-10-2012,San Diego,290.6
22-10-2012,Las Vegas,295.11
22-10-2012,Phoenix,297.15
22-10-2012,Albuquerque,288.91
22-10-2012,Denver,286.7
22-10-2012,San Antonio,297.66
22-10-2012,Dallas,297.96
22-10-2012,Houston,297.75
22-10-2012,Kansas City,288.76
22-10-2012,Minneapolis,281.86
22-10-2012,Saint Louis,286.06
22-10-2012,Chicago,282.82
22-10-2012,Nashville,284.65
22-10-2012,Indianapolis,282.07
22-10-2012,Atlanta,286.38
22-10-2012,Detroit,282.58
22-10-2012,Jacksonville,291.01
22-10-2012,Charlotte,285.9
22-10-2012,Miami,299.18
22-10-2012,Pittsburgh,282.55
22-10-2012,Toronto,282.51
22-10-2012,Philadelphia,283.86
22-10-2012,New York,285.27
22-10-2012,Montreal,283.26
22-10-2012,Boston,286.67
22-10-2012,Beersheba,297.04
22-10-2012,Tel Aviv District,297.27
22-10-2012,Eilat,297.76
22-10-2012,Haifa,298.38
22-10-2012,Nahariyya,298.38
22-10-2012,Jerusalem,297.08
23-10-2012,Vancouver,278.96
23-10-2012,Portland,280.55
23-10-2012,San Francisco,285.93
23-10-2012,Seattle,278.08
23-10-2012,Los Angeles,291.01
23-10-2012,San Diego,290.91
23-10-2012,Las Vegas,294.45
23-10-2012,Phoenix,296.16
23-10-2012,Albuquerque,288.09
23-10-2012,Denver,283.3
23-10-2012,San Antonio,297.22
23-10-2012,Dallas,298.12
23-10-2012,Houston,296.96
23-10-2012,Kansas City,296.86
23-10-2012,Minneapolis,285.39
23-10-2012,Saint Louis,293.08
23-10-2012,Chicago,287.94
23-10-2012,Nashville,290.68
23-10-2012,Indianapolis,289.12
23-10-2012,Atlanta,286.53
23-10-2012,Detroit,283.66
23-10-2012,Jacksonville,292.83
23-10-2012,Charlotte,285.26
23-10-2012,Miami,298.36
23-10-2012,Pittsburgh,281.88
23-10-2012,Toronto,282.76
23-10-2012,Philadelphia,284.22
23-10-2012,New York,285.48
23-10-2012,Montreal,283.36
23-10-2012,Boston,285.06
23-10-2012,Beersheba,296.76
23-10-2012,Tel Aviv District,297.56
23-10-2012,Eilat,298.82
23-10-2012,Haifa,298.52
23-10-2012,Nahariyya,298.52
23-10-2012,Jerusalem,297.23
24-10-2012,Vancouver,279.01
24-10-2012,Portland,279.82
24-10-2012,San Francisco,285.66
24-10-2012,Seattle,279
24-10-2012,Los Angeles,290.36
24-10-2012,San Diego,290.12
