Date,City,Value
11-10-2012,Kansas City,1020.5
11-10-2012,Minneapolis,1015
11-10-2012,Saint Louis,1019
11-10-2012,Chicago,1011
11-10-2012,Nashville,1017.5
11-10-2012,Indianapolis,1014
11-10-2012,Atlanta,1019
11-10-2012,Detroit,1009.5
11-10-2012,Jacksonville,1018
11-10-2012,Charlotte,1017
11-10-2012,Miami,1016
11-10-2012,Pittsburgh,1014
11-10-2012,Toronto,1009.5
11-10-2012,Philadelphia,1013
11-10-2012,New York,1013
11-10-2012,Montreal,1012.5
11-10-2012,Boston,1015
11-10-2012,Beersheba,980
11-10-2012,Tel Aviv District,999.5
11-10-2012,Eilat,992
11-10-2012,Haifa,1012
11-10-2012,Nahariyya,1012
11-10-2012,Jerusalem,987
12-10-2012,Portland,1015
12-10-2012,San Francisco,1014
12-10-2012,Seattle,1016
12-10-2012,Los Angeles,1013
12-10-2012,San Diego,1014
12-10-2012,Las Vegas,1011
12-10-2012,Phoenix,1011
12-10-2012,Albuquerque,1020
12-10-2012,Denver,1018
12-10-2012,San Antonio,1019
12-10-2012,Dallas,1019.5
12-10-2012,Houston,1019
12-10-2012,Kansas City,1020
12-10-2012,Minneapolis,1015.5
12-10-2012,Saint Louis,1024
12-10-2012,Chicago,1021
12-10-2012,Nashville,1025
12-10-2012,Indianapolis,1024
12-10-2012,Atlanta,1023.5
12-10-2012,Detroit,1021
12-10-2012,Jacksonville,1021.5
12-10-2012,Charlotte,1024
12-10-2012,Miami,1018
12-10-2012,Pittsburgh,1022
12-10-2012,Toronto,1015
12-10-2012,Philadelphia,1022
12-10-2012,New York,1020
12-10-2012,Montreal,1011.5
12-10-2012,Boston,1018
12-10-2012,Beersheba,982
12-10-2012,Tel Aviv District,1010
12-10-2012,Eilat,1010
12-10-2012,Haifa,1012
12-10-2012,Nahariyya,1012
12-10-2012,Jerusalem,987
12-10-2012,Vancouver,1014.5
13-10-2012,Portland,1013
13-10-2012,San Francisco,1016
13-10-2012,Seattle,1012
13-10-2012,Los Angeles,1016
13-10-2012,San Diego,1016.5
13-10-2012,Las Vegas,1013
13-10-2012,Phoenix,1013.5
13-10-2012,Albuquerque,1020
13-10-2012,Denver,1019.5
13-10-2012,San Antonio,1021
13-10-2012,Dallas,1020
13-10-2012,Houston,1020
13-10-2012,Kansas City,1024
13-10-2012,Minneapolis,1029
13-10-2012,Saint Louis,1024
13-10-2012,Chicago,1028
13-10-2012,Nashville,1024.5
13-10-2012,Indianapolis,1026
13-10-2012,Atlanta,1024
13-10-2012,Detroit,1027.5
13-10-2012,Jacksonville,1022
13-10-2012,Charlotte,1023
13-10-2012,Miami,1018
13-10-2012,Pittsburgh,1022.5
13-10-2012,Toronto,1018.5
13-10-2012,Philadelphia,1021
13-10-2012,New York,1020
13-10-2012,Montreal,1014
13-10-2012,Boston,1019.5
13-10-2012,Beersheba,985.5
13-10-2012,Tel Aviv District,1014
13-10-2012,Eilat,1011
13-10-2012,Haifa,1013
13-10-2012,Nahariyya,1013
13-10-2012,Jerusalem,990.5
13-10-2012,Vancouver,1009
14-10-2012,Portland,1021
14-10-2012,San Francisco,1024
14-10-2012,Seattle,1018
14-10-2012,Los Angeles,1021
14-10-2012,San Diego,1021
14-10-2012,Las Vegas,1019.5
14-10-2012,Phoenix,1019
14-10-2012,Albuquerque,1020
14-10-2012,Denver,1014
14-10-2012,San Antonio,1019
14-10-2012,Dallas,1017
14-10-2012,Houston,1019
14-10-2012,Kansas City,1014.5
14-10-2012,Minneapolis,1011
14-10-2012,Saint Louis,1020
14-10-2012,Chicago,1020
14-10-2012,Nashville,1025
14-10-2012,Indianapolis,1023
14-10-2012,Atlanta,1025
14-10-2012,Detroit,1027
14-10-2012,Jacksonville,1023
14-10-2012,Charlotte,1028
14-10-2012,Miami,1018
14-10-2012,Pittsburgh,1028
14-10-2012,Toronto,1028
14-10-2012,Philadelphia,1032
14-10-2012,New York,1030.5
14-10-2012,Montreal,1027.5
14-10-2012,Boston,1029
14-10-2012,Beersheba,985
14-10-2012,Tel Aviv District,1014
14-10-2012,Eilat,1012.5
14-10-2012,Haifa,1013
14-10-2012,Nahariyya,1013
14-10-2012,Jerusalem,990.5
14-10-2012,Vancouver,1012.5
15-10-2012,Portland,1020.5
15-10-2012,San Francisco,1023
15-10-2012,Seattle,1018.5
15-10-2012,Los Angeles,1018
15-10-2012,San Diego,1018
15-10-2012,Las Vegas,1021.5
15-10-2012,Phoenix,1018
15-10-2012,Albuquerque,1025
15-10-2012,Denver,1023
15-10-2012,San Antonio,1016
15-10-2012,Dallas,1014.5
15-10-2012,Houston,1016
15-10-2012,Kansas City,1005
15-10-2012,Minneapolis,1007
15-10-2012,Saint Louis,1007
15-10-2012,Chicago,1005
15-10-2012,Nashville,1018
15-10-2012,Indianapolis,1009
15-10-2012,Atlanta,1023.5
15-10-2012,Detroit,1010.5
15-10-2012,Jacksonville,1021
15-10-2012,Charlotte,1026
15-10-2012,Miami,1016
15-10-2012,Pittsburgh,1018
15-10-2012,Toronto,1011
15-10-2012,Philadelphia,1024
15-10-2012,New York,1023
15-10-2012,Boston,1023.5
15-10-2012,Beersheba,985
15-10-2012,Tel Aviv District,1014
15-10-2012,Eilat,1012
15-10-2012,Haifa,1013
15-10-2012,Nahariyya,1013
15-10-2012,Jerusalem,990.5
15-10-2012,Montreal,1020
15-10-2012,Vancouver,1010
16-10-2012,Portland,1015
16-10-2012,San Francisco,1019
16-10-2012,Seattle,1013
16-10-2012,Los Angeles,1013
16-10-2012,San Diego,1014
16-10-2012,Las Vegas,1018
16-10-2012,Phoenix,1014
16-10-2012,Albuquerque,1025
16-10-2012,Denver,1020
16-10-2012,San Antonio,1020
16-10-2012,Dallas,1019
16-10-2012,Houston,1017
16-10-2012,Kansas City,1016
16-10-2012,Minneapolis,1013
16-10-2012,Saint Louis,1015
16-10-2012,Chicago,1010
16-10-2012,Nashville,1015
16-10-2012,Indianapolis,1010
16-10-2012,Atlanta,1015
16-10-2012,Detroit,1006
16-10-2012,Jacksonville,1015
16-10-2012,Charlotte,1014
16-10-2012,Miami,1012
16-10-2012,Pittsburgh,1008
16-10-2012,Toronto,1000
16-10-2012,Philadelphia,1009
16-10-2012,New York,1009
16-10-2012,Boston,1014
16-10-2012,Beersheba,986
16-10-2012,Tel Aviv District,1015
16-10-2012,Eilat,1012.5
16-10-2012,Haifa,1013
16-10-2012,Nahariyya,1013
16-10-2012,Jerusalem,992
16-10-2012,Vancouver,1010
16-10-2012,Montreal,1001
17-10-2012,Portland,1011
17-10-2012,San Francisco,1016
17-10-2012,Seattle,1005.5
17-10-2012,Los Angeles,1011
17-10-2012,San Diego,1011
17-10-2012,Las Vegas,1014
17-10-2012,Phoenix,1012
17-10-2012,Albuquerque,1018
17-10-2012,Denver,1014
17-10-2012,San Antonio,1015
17-10-2012,Dallas,1013
17-10-2012,Houston,1013.5
17-10-2012,Kansas City,1009.5
17-10-2012,Minneapolis,1003
17-10-2012,Saint Louis,1011
17-10-2012,Chicago,1014
17-10-2012,Nashville,1016
17-10-2012,Indianapolis,1015
17-10-2012,Atlanta,1015
17-10-2012,Detroit,1015
17-10-2012,Jacksonville,1012
17-10-2012,Charlotte,1013
17-10-2012,Miami,1010
17-10-2012,Pittsburgh,1013
17-10-2012,Toronto,1000
17-10-2012,Philadelphia,1009.5
17-10-2012,New York,1005
17-10-2012,Montreal,1003
17-10-2012,Boston,1008.5
17-10-2012,Beersheba,986
17-10-2012,Tel Aviv District,1015
17-10-2012,Eilat,1013.5
17-10-2012,Haifa,1013
17-10-2012,Nahariyya,1013
17-10-2012,Jerusalem,991.5
17-10-2012,Vancouver,1011
18-10-2012,Portland,1026
18-10-2012,San Francisco,1013
18-10-2012,Seattle,1026
18-10-2012,Los Angeles,1007
18-10-2012,San Diego,1008
18-10-2012,Las Vegas,1012.5
18-10-2012,Phoenix,1010
18-10-2012,Albuquerque,1014
18-10-2012,Denver,1009
18-10-2012,San Antonio,1009
18-10-2012,Dallas,1003.5
18-10-2012,Houston,1008
18-10-2012,Kansas City,999
18-10-2012,Minneapolis,991
18-10-2012,Saint Louis,1002.5
18-10-2012,Chicago,1001
18-10-2012,Nashville,1011
18-10-2012,Indianapolis,1006
18-10-2012,Atlanta,1013
18-10-2012,Detroit,1007
18-10-2012,Jacksonville,1012
18-10-2012,Charlotte,1014
18-10-2012,Miami,1011
18-10-2012,Pittsburgh,1013
18-10-2012,Toronto,1008
18-10-2012,Philadelphia,1015
18-10-2012,New York,1014
18-10-2012,Boston,1014
18-10-2012,Beersheba,985
18-10-2012,Tel Aviv District,1013
18-10-2012,Eilat,1011
18-10-2012,Haifa,1013
18-10-2012,Nahariyya,1013
18-10-2012,Jerusalem,990
18-10-2012,Vancouver,1025
19-10-2012,Vancouver,1019
19-10-2012,Portland,1021.5
19-10-2012,San Francisco,1012
19-10-2012,Seattle,1022.5
19-10-2012,Los Angeles,1013.5
19-10-2012,San Diego,1014
19-10-2012,Las Vegas,1018
19-10-2012,Phoenix,1015
19-10-2012,Albuquerque,1020
19-10-2012,Denver,1018
19-10-2012,San Antonio,1012.5
19-10-2012,Dallas,1013.5
19-10-2012,Houston,1008.5
19-10-2012,Kansas City,1004
19-10-2012,Minneapolis,990
19-10-2012,Saint Louis,1002
19-10-2012,Chicago,995
19-10-2012,Nashville,1007
19-10-2012,Indianapolis,1000
19-10-2012,Atlanta,1010
19-10-2012,Detroit,1001.5
19-10-2012,Jacksonville,1012
19-10-2012,Charlotte,1013
19-10-2012,Miami,1011
19-10-2012,Pittsburgh,1006.5
19-10-2012,Toronto,1000
19-10-2012,Philadelphia,1016
19-10-2012,New York,1016
19-10-2012,Boston,1018
19-10-2012,Beersheba,983
19-10-2012,Tel Aviv District,1012
19-10-2012,Eilat,1009.5
19-10-2012,Haifa,1013
19-10-2012,Nahariyya,1013
19-10-2012,Jerusalem,988.5
19-10-2012,Montreal,1014
20-10-2012,Portland,1013.5
20-10-2012,San Francisco,1017
20-10-2012,Seattle,1009
20-10-2012,Los Angeles,1016
20-10-2012,San Diego,1016
20-10-2012,Las Vegas,1017
20-10-2012,Phoenix,1014
20-10-2012,Albuquerque,1021
20-10-2012,Denver,1018
20-10-2012,San Antonio,1016
20-10-2012,Dallas,1015.5
20-10-2012,Houston,1015
20-10-2012,Kansas City,1005
20-10-2012,Minneapolis,999
20-10-2012,Saint Louis,1002
20-10-2012,Chicago,998.5
20-10-2012,Nashville,1007
20-10-2012,Indianapolis,1001
20-10-2012,Atlanta,1010
20-10-2012,Detroit,1003
20-10-2012,Jacksonville,1011
20-10-2012,Charlotte,1009
20-10-2012,Miami,1012
20-10-2012,Pittsburgh,1007
20-10-2012,Toronto,1006
20-10-2012,Philadelphia,1009
20-10-2012,New York,1011
20-10-2012,Boston,1016
20-10-2012,Beersheba,982.5
20-10-2012,Tel Aviv District,1011
20-10-2012,Eilat,1009
20-10-2012,Haifa,1013
20-10-2012,Nahariyya,1013
20-10-2012,Jerusalem,988
20-10-2012,Vancouver,1008
20-10-2012,Montreal,1013.5
21-10-2012,Vancouver,1006
21-10-2012,Portland,1012.5
21-10-2012,San Francisco,1013
21-10-2012,Seattle,1010
21-10-2012,Los Angeles,1012
21-10-2012,San Diego,1012
21-10-2012,Las Vegas,1010
21-10-2012,Phoenix,1009
21-10-2012,Albuquerque,1017
21-10-2012,Denver,1009.5
21-10-2012,San Antonio,1014
21-10-2012,Dallas,1012
21-10-2012,Houston,1009.5
21-10-2012,Kansas City,1010
21-10-2012,Minneapolis,1007
21-10-2012,Saint Louis,1009
21-10-2012,Chicago,1003
21-10-2012,Nashville,1012
21-10-2012,Indianapolis,1007
21-10-2012,Atlanta,1012
21-10-2012,Detroit,1003
21-10-2012,Jacksonville,1012
21-10-2012,Charlotte,1009
21-10-2012,Miami,1012
21-10-2012,Pittsburgh,1006
21-10-2012,Toronto,1001
21-10-2012,Philadelphia,1005.5
21-10-2012,New York,1006
21-10-2012,Boston,1009
21-10-2012,Beersheba,981
21-10-2012,Tel Aviv District,1010
21-10-2012,Eilat,1008
21-10-2012,Haifa,1012
21-10-2012,Nahariyya,1012
21-10-2012,Jerusalem,987
21-10-2012,Montreal,1004
22-10-2012,Portland,1013
22-10-2012,San Francisco,1012
22-10-2012,Seattle,1012
22-10-2012,Los Angeles,1011
22-10-2012,San Diego,1013
22-10-2012,Las Vegas,1006
22-10-2012,Phoenix,1009
22-10-2012,Albuquerque,1014
22-10-2012,Denver,1009
22-10-2012,San Antonio,1012
22-10-2012,Dallas,1009
22-10-2012,Houston,1013
22-10-2012,Kansas City,1008
22-10-2012,Minneapolis,1009
22-10-2012,Saint Louis,1013
22-10-2012,Chicago,1015
22-10-2012,Nashville,1017
22-10-2012,Indianapolis,1017
22-10-2012,Atlanta,1017
22-10-2012,Detroit,1015.5
22-10-2012,Jacksonville,1016
22-10-2012,Charlotte,1017
22-10-2012,Miami,1013.5
22-10-2012,Pittsburgh,1015.5
22-10-2012,Philadelphia,1014
22-10-2012,New York,1013
22-10-2012,Boston,1012
22-10-2012,Beersheba,982
22-10-2012,Tel Aviv District,1011
22-10-2012,Eilat,1010
22-10-2012,Haifa,1013
22-10-2012,Nahariyya,1013
22-10-2012,Jerusalem,988
22-10-2012,Montreal,1006
22-10-2012,Toronto,1004.5
22-10-2012,Vancouver,1010.5
23-10-2012,Vancouver,1003
23-10-2012,Portland,1003.5
23-10-2012,San Francisco,1011
23-10-2012,Seattle,1005
23-10-2012,Los Angeles,1013
23-10-2012,San Diego,1014
23-10-2012,Las Vegas,1007
23-10-2012,Phoenix,1011
23-10-2012,Albuquerque,1016
23-10-2012,Denver,1014
23-10-2012,San Antonio,1015
23-10-2012,Dallas,1013.5
23-10-2012,Houston,1015
23-10-2012,Kansas City,1008.5
23-10-2012,Minneapolis,1012
23-10-2012,Saint Louis,1014
23-10-2012,Chicago,1015
23-10-2012,Nashville,1020
23-10-2012,Indianapolis,1017
23-10-2012,Atlanta,1021.5
23-10-2012,Detroit,1020
23-10-2012,Jacksonville,1020
23-10-2012,Charlotte,1022
23-10-2012,Miami,1016
23-10-2012,Pittsburgh,1021
23-10-2012,Toronto,1000
23-10-2012,Philadelphia,1019
23-10-2012,New York,1017
23-10-2012,Montreal,1014
23-10-2012,Boston,1021
23-10-2012,Beersheba,983.5
23-10-2012,Tel Aviv District,1012
23-10-2012,Eilat,1011
23-10-2012,Haifa,1013
23-10-2012,Nahariyya,1013
23-10-2012,Jerusalem,989
24-10-2012,Portland,1008
24-10-2012,San Francisco,1015
24-10-2012,Seattle,1006
24-10-2012,Los Angeles,1015
24-10-2012,San Diego,1016
24-10-2012,Las Vegas,1008
24-10-2012,Phoenix,1012
24-10-2012,Albuquerque,1017
24-10-2012,Denver,1007
24-10-2012,San Antonio,1015
24-10-2012,Dallas,1013.5
24-10-2012,Houston,1015
24-10-2012,Kansas City,1009
24-10-2012,Minneapolis,1008
24-10-2012,Saint Louis,1014
24-10-2012,Chicago,1013
24-10-2012,Nashville,1019.5
24-10-2012,Indianapolis,1016
24-10-2012,Atlanta,1021.5
24-10-2012,Detroit,1016
24-10-2012,Jacksonville,1019.5
24-10-2012,Charlotte,1022
24-10-2012,Miami,1015
24-10-2012,Pittsburgh,1018.5
24-10-2012,Toronto,1017
24-10-2012,Philadelphia,1020
24-10-2012,New York,1019
24-10-2012,Montreal,1020
24-10-2012,Boston,1019.5
24-10-2012,Beersheba,985
24-10-2012,Tel Aviv District,1013
24-10-2012,Eilat,1012
24-10-2012,Haifa,1013
24-10-2012,Nahariyya,1013
24-10-2012,Jerusalem,990.5
24-10-2012,Vancouver,1006
25-10-2012,Portland,1012
25-10-2012,San Francisco,1017.5
25-10-2012,Seattle,1012
25-10-2012,Los Angeles,1015
25-10-2012,San Diego,1016
25-10-2012,Las Vegas,1010
25-10-2012,Phoenix,1011
25-10-2012,Albuquerque,1015
25-10-2012,Denver,1013
25-10-2012,San Antonio,1016
