City,weather_description,humidity_pressure_correlation
Indianapolis,"sky is clear",0.13711849456910233
Indianapolis,"overcast clouds",0.12532385363942675
Indianapolis,mist,0.15259555566999403
Indianapolis,"broken clouds",0.06218147269383397
Indianapolis,drizzle,0.09405258221765349
Indianapolis,"light rain",0.16600830349828424
Indianapolis,"moderate rain",0.3399062780227186
Indianapolis,"proximity thunderstorm",-0.05844526415366849
Indianapolis,thunderstorm,0.13399855436819347
Indianapolis,"heavy intensity rain",0.22319046098218484
Indianapolis,"thunderstorm with heavy rain",0.6362896706070437
Indianapolis,haze,0.09814044274095832
Indianapolis,"proximity thunderstorm with rain",0.47254676376031524
Indianapolis,"thunderstorm with light rain",-0.04023885520510334
Indianapolis,"light intensity drizzle",0.372228361570294
Indianapolis,fog,0.2928981700066067
Indianapolis,"thunderstorm with rain",0.08049045053620907
Indianapolis,"heavy intensity drizzle",-0.1382686900328397
Indianapolis,"heavy snow",0.1795993916051131
Indianapolis,snow,0.017976450169778245
Indianapolis,"light snow",0.07051618616594586
Indianapolis,"very heavy rain",0.01970316585763782
Indianapolis,"light intensity shower rain",-0.17732448004861406
Portland,"light rain",-0.022437673945941854
Portland,"moderate rain",0.08229229402323646
Portland,mist,-0.04927876956162351
Portland,"heavy intensity rain",0.34528307999821944
Portland,"overcast clouds",-0.0059390550554163386
Portland,"broken clouds",0.03448866347083824
Portland,"few clouds",0.23242974494709687
Portland,"sky is clear",0.10864711756209187
Portland,"scattered clouds",0.18678963452053005
Portland,fog,-0.021809859521488412
Portland,haze,0.22496868311579846
Portland,"light intensity drizzle",-0.15656262779653118
Portland,"heavy snow",0.14925959966998933
Portland,"light snow",-0.04079976386392365
Portland,snow,-0.20307135307059135
Portland,dust,0.2015773589723173
Portland,"very heavy rain",-0.20759374375535797
Portland,"proximity thunderstorm",-0.12361323111475157
Portland,thunderstorm,-0.5860844827612192
Portland,"thunderstorm with light rain",0.6925433610644437
Portland,"freezing rain",0.41054991455836937
Portland,smoke,0.4235749099915319
Atlanta,"scattered clouds",0.08631134456733658
Atlanta,"broken clouds",0.13087930119239535
Atlanta,mist,-0.04602305966393787
Atlanta,"moderate rain",0.16573570992234798
Atlanta,"overcast clouds",0.16076103135959627
Atlanta,"heavy intensity rain",0.4063296350391126
Atlanta,"light rain",0.02782053262767344
Atlanta,"proximity thunderstorm",-0.03947404317032318
Atlanta,"light intensity drizzle",-0.105170170987788
Atlanta,"few clouds",0.0730815766832751
Atlanta,"sky is clear",0.07351863912570474
Atlanta,thunderstorm,-0.08145437800492697
Atlanta,haze,-0.2552220888449582
Atlanta,"thunderstorm with rain",0.034581951027004496
Atlanta,fog,-0.12189663669068235
Atlanta,"light intensity shower rain",-0.202293698648229
Atlanta,"thunderstorm with light rain",0.10586633564016631
Atlanta,"thunderstorm with heavy rain",-0.13881637876453426
Atlanta,drizzle,-0.1064515326681937
Atlanta,"proximity thunderstorm with rain",0.05951191655261152
Atlanta,"heavy snow",-0.500244587424345
Atlanta,"heavy intensity drizzle",0.35697640136270997
Atlanta,"light snow",-0.3634205501105232
Atlanta,snow,1
Atlanta,squalls,-0.617438454878581
Atlanta,"very heavy rain",-0.2176512926053702
Atlanta,smoke,-0.11596107141745476
Houston,"scattered clouds",0.1453267566392329
Houston,"overcast clouds",-0.00630328624914276
Houston,mist,-0.018843271932001006
Houston,"broken clouds",0.09685516775461761
Houston,"sky is clear",0.03861909355715033
Houston,"few clouds",0.12019155345605138
Houston,"moderate rain",0.37736110151312935
Houston,"proximity thunderstorm",-0.16000980137055387
Houston,"light rain",0.11634027273678048
Houston,thunderstorm,-0.0987775191502238
Houston,fog,-0.058031354154185984
Houston,haze,-0.15038254643391802
Houston,"heavy intensity rain",0.4655573572761384
Houston,"very heavy rain",0.5711032099612796
Houston,"thunderstorm with light rain",-0.11238828524632984
Houston,"thunderstorm with heavy rain",0.18487425745853425
Houston,"thunderstorm with rain",0.027524132274500443
Houston,smoke,-0.49979339721421573
Houston,drizzle,0.11974060992738396
Houston,"shower rain",0.09643465240601569
Houston,"proximity moderate rain",-0.7311608059641187
Houston,"proximity shower rain",-0.04517171277114215
Houston,"light intensity drizzle",-0.2828849685645318
Houston,"light snow",-0.6384657852768435
Houston,"proximity thunderstorm with rain",-0.2079952755895382
Houston,"thunderstorm with light drizzle",0.8235899070160225
Houston,sand,-1
Houston,"thunderstorm with drizzle",-1
Seattle,"light rain",0.17191035543173613
Seattle,"moderate rain",-0.02031978371003586
Seattle,"overcast clouds",-0.01831280369621037
Seattle,mist,-0.16657493418130995
Seattle,"heavy intensity rain",0.12759342173307114
Seattle,"broken clouds",0.04688777014580998
Seattle,"scattered clouds",0.1396430496922688
Seattle,"few clouds",0.13585706678722917
Seattle,"sky is clear",0.1186670128641419
Seattle,"proximity thunderstorm",-0.22869143831228667
Seattle,haze,0.08759708279594747
Seattle,fog,-0.2633987391392185
Seattle,"heavy snow",0.8471987608501997
Seattle,"very heavy rain",-0.2720002992004937
Seattle,"light snow",-0.22468265323722764
Seattle,"thunderstorm with heavy rain",-1
Seattle,"thunderstorm with light rain",-0.5326358255140673
Seattle,"thunderstorm with rain",1
Seattle,"light intensity drizzle",-0.09353613340973717
Seattle,smoke,0.16938085406174244
Seattle,drizzle,-0.19275374078900392
Seattle,snow,0.6472977780031547
Seattle,thunderstorm,-0.1042959255554126
Seattle,"heavy intensity drizzle",-0.2533581373707896
Seattle,"light intensity shower rain",-0.37278254869038785
Seattle,"shower rain",-1
"San Antonio","sky is clear",-0.013186587110332795
"San Antonio","overcast clouds",-0.11524353165416684
"San Antonio","few clouds",-0.031018058443588615
"San Antonio",haze,-0.10075208593549785
"San Antonio","broken clouds",-0.10981999534894656
"San Antonio","scattered clouds",0.03528422244105682
"San Antonio",mist,0.04117271059663521
"San Antonio","light rain",0.07950347420792984
"San Antonio","proximity thunderstorm",0.02325906737857541
"San Antonio",thunderstorm,-0.06937475024135044
"San Antonio","moderate rain",0.07986952106138208
"San Antonio","light intensity drizzle",0.036940950482203055
"San Antonio","thunderstorm with light rain",0.08825584024096368
"San Antonio","heavy intensity rain",0.3264641854479523
"San Antonio",fog,-0.046996292078239674
"San Antonio","thunderstorm with heavy rain",0.43121851425985636
"San Antonio","thunderstorm with rain",-0.011489424759750172
"San Antonio","proximity thunderstorm with rain",-0.4190229787610742
"San Antonio",drizzle,-0.19304299455209153
"San Antonio",squalls,0.4232343386308289
"San Antonio","heavy snow",-0.5289012781238711
"San Antonio",dust,1
"San Antonio","light snow",-0.12512017671200867
"San Antonio","very heavy rain",0.21680872345050411
"San Antonio","thunderstorm with light drizzle",1
"San Antonio","heavy intensity drizzle",0.998753722767552
Pittsburgh,"sky is clear",0.0038407632282583446
Pittsburgh,"few clouds",-0.11260079180386931
Pittsburgh,"broken clouds",-0.022244580241981483
Pittsburgh,"overcast clouds",-0.12711517917586473
Pittsburgh,"light rain",-0.01168157211158685
Pittsburgh,mist,0.03472741715293787
Pittsburgh,"moderate rain",0.03598814618809408
Pittsburgh,"heavy intensity rain",0.17900846561570624
Pittsburgh,"very heavy rain",0.33141074152752803
Pittsburgh,thunderstorm,-0.07052358557059468
Pittsburgh,"scattered clouds",-0.01550402489347705
Pittsburgh,haze,-0.1920327436706365
Pittsburgh,fog,-0.049780229259791364
Pittsburgh,"light intensity drizzle",-0.11054818654790076
Pittsburgh,"thunderstorm with rain",-0.3719474020987552
Pittsburgh,"thunderstorm with light rain",-0.09316888999301524
Pittsburgh,"proximity thunderstorm",-0.09123223452432495
Pittsburgh,"heavy snow",0.1443837685846053
Pittsburgh,snow,-0.1250202597487701
Pittsburgh,"light snow",-0.08806561913877016
Pittsburgh,"light rain and snow",-0.1079413904318489
Pittsburgh,"thunderstorm with heavy rain",-0.1945200190238645
Pittsburgh,drizzle,-0.2519517230428574
Pittsburgh,"proximity shower rain",1
Pittsburgh,dust,0.227459510876159
Albuquerque,"scattered clouds",0.144630272519737
Albuquerque,"few clouds",0.06496054704162128
Albuquerque,"sky is clear",0.2623563694454612
Albuquerque,"light rain",0.025052775665250323
Albuquerque,"overcast clouds",0.26811186212044175
Albuquerque,"broken clouds",0.15564196585392884
Albuquerque,dust,0.5988849506498537
Albuquerque,squalls,0.801338702467901
Albuquerque,"heavy intensity rain",0.40907430655853316
Albuquerque,"moderate rain",0.03523544075139802
Albuquerque,"thunderstorm with light rain",-0.0689809995465469
Albuquerque,thunderstorm,-0.03290860138654177
Albuquerque,haze,0.25404320851593365
Albuquerque,"heavy snow",0.6560925808128387
Albuquerque,"light snow",0.06061019963307651
Albuquerque,"proximity shower rain",-0.06581468507268244
Albuquerque,fog,0.1152221239436422
Albuquerque,mist,0.11574258708895142
Albuquerque,"shower rain",-0.058354254027083385
Albuquerque,"light intensity shower rain",0.07396463929498433
Albuquerque,smoke,0.5459263635993397
Albuquerque,"proximity moderate rain",-0.9621032142443144
Albuquerque,"shower snow",-0.13664572496583027
Albuquerque,snow,0.059615177571007004
Albuquerque,"light intensity drizzle",-0.204682291349483
Albuquerque,"thunderstorm with rain",0.27105847636889074
Albuquerque,"proximity thunderstorm",0.18552884637405923
Albuquerque,"thunderstorm with heavy rain",0.2188451088752814
Albuquerque,"very heavy rain",-0.0866440410682461
Albuquerque,drizzle,-0.0840162106245088
Albuquerque,"proximity thunderstorm with rain",0.04125374130788446
Albuquerque,"sand/dust whirls",0.0631037291856266
"Tel Aviv District","scattered clouds",0.001591981281109201
"Tel Aviv District","few clouds",0.026801785069035286
"Tel Aviv District","broken clouds",0.0954392534635106
"Tel Aviv District","sky is clear",0.011381583002194981
"Tel Aviv District","light rain",0.03048859002653196
"Tel Aviv District",haze,0.17017598268257736
"Tel Aviv District","overcast clouds",0.0643188058357646
"Tel Aviv District",mist,0.03284417701493233
"Tel Aviv District",fog,0.1151520367761166
"Tel Aviv District","thunderstorm with rain",0.09203233225670464
"Tel Aviv District","proximity thunderstorm",0.46542658140039184
"Tel Aviv District","moderate rain",0.02535263791228324
"Tel Aviv District","shower rain",-0.027658611942599973
"Tel Aviv District",dust,-0.3566170427673328
"Tel Aviv District",thunderstorm,0.21792435611315888
"Tel Aviv District","heavy intensity rain",0.255579141542558
"Tel Aviv District","thunderstorm with light rain",0.1491031238012424
"Tel Aviv District",drizzle,0.017168337594749814
"Tel Aviv District","ragged shower rain",-0.8447924175233905
"Tel Aviv District","heavy intensity shower rain",0.937509342255395
"Tel Aviv District","very heavy rain",-1
"Tel Aviv District","thunderstorm with heavy rain",-0.5904644783283914
Dallas,"overcast clouds",0.21203597621491388
Dallas,"light rain",0.35868138732730853
Dallas,thunderstorm,-0.007486152283478976
Dallas,"broken clouds",0.17801679124607267
Dallas,"scattered clouds",0.18211332521014756
Dallas,"sky is clear",0.13670357115155615
Dallas,"moderate rain",0.1587045102076597
Dallas,"very heavy rain",0.579516264181641
Dallas,"few clouds",0.13325845492334157
Dallas,"thunderstorm with rain",-0.045946494684322325
Dallas,mist,0.0011095798772639079
Dallas,"thunderstorm with heavy rain",-0.10910321626103821
Dallas,"heavy intensity rain",0.3250129929415111
Dallas,"thunderstorm with light rain",-0.16000572205833227
Dallas,"proximity thunderstorm",-0.000086978991971547
Dallas,haze,-0.04972034536274007
Dallas,fog,-0.054015545757312704
Dallas,"light intensity drizzle",0.02749242872701861
Dallas,drizzle,-0.2058287117741447
Dallas,"proximity thunderstorm with rain",-0.9288649579004241
Dallas,"heavy snow",-0.423404079121334
Dallas,"heavy intensity drizzle",-0.08688135269089717
Dallas,dust,-1
Dallas,"light snow",0.33299633349009106
Dallas,smoke,0.5765566601970551
Dallas,squalls,0.9392364623273163
Dallas,snow,-0.10948654229261279
Dallas,"thunderstorm with light drizzle",1
Jacksonville,"sky is clear",0.08553212692175954
Jacksonville,mist,-0.033816800089629305
Jacksonville,"light rain",0.0408550847359039
Jacksonville,"broken clouds",0.1445431664116024
Jacksonville,"moderate rain",0.06840153467495245
Jacksonville,thunderstorm,-0.18309092337141425
Jacksonville,"few clouds",0.18216193188604562
Jacksonville,"scattered clouds",0.06797827254596935
Jacksonville,"thunderstorm with light rain",-0.06642753469935866
Jacksonville,"heavy intensity rain",0.1965641685249624
Jacksonville,"proximity thunderstorm",-0.13657622216441617
Jacksonville,haze,0.034444843723277795
Jacksonville,"overcast clouds",0.13287141501744557
Jacksonville,"thunderstorm with rain",-0.42835092027395905
Jacksonville,fog,0.1033865727286718
Jacksonville,"thunderstorm with heavy rain",-0.3356115391935609
Jacksonville,"light intensity drizzle",-0.18817890655164332
Jacksonville,smoke,0.15033007871901416
Jacksonville,"proximity shower rain",0.042646209610827435
Jacksonville,"very heavy rain",-0.12034201964390534
Jacksonville,drizzle,-0.07448053089913786
Jacksonville,squalls,1
Chicago,"light rain",0.28333893469361876
Chicago,"sky is clear",0.4615420444282231
Chicago,"moderate rain",0.4837718341941384
Chicago,"proximity thunderstorm",-0.16883404135947058
Chicago,"scattered clouds",0.4558622081028702
Chicago,"broken clouds",0.39474948427703754
Chicago,"overcast clouds",0.5358519680194782
Chicago,mist,-0.1164142074209189
Chicago,"few clouds",0.3692110665228545
Chicago,"thunderstorm with rain",-0.006009349206007055
Chicago,thunderstorm,0.058007547051856435
Chicago,"thunderstorm with light rain",-0.10169159488710221
Chicago,"heavy intensity rain",0.18004161770324856
Chicago,haze,0.028903813736958373
Chicago,fog,-0.07954347047632813
Chicago,"light intensity drizzle",-0.10022290948529353
Chicago,"thunderstorm with heavy rain",-0.3526458208897768
Chicago,"very heavy rain",0.7675736795092326
Chicago,"heavy snow",0.01836966680218478
Chicago,drizzle,-0.18571559920753594
Chicago,snow,0.5595341298189713
Chicago,"light snow",0.35923060749185964
Chicago,"heavy intensity drizzle",-0.5808920739544322
Chicago,"proximity thunderstorm with rain",0.0009234129342941275
Chicago,"thunderstorm with drizzle",1
Chicago,"proximity thunderstorm with drizzle",-0.3614784456460256
Chicago,"freezing rain",-0.10472852103206665
Chicago,"proximity shower rain",-1
Chicago,dust,1
"San Diego","scattered clouds",0.24904902162113582
"San Diego","sky is clear",0.21936522558651492
"San Diego","few clouds",0.1577740696484875
"San Diego",mist,-0.11878044766757123
"San Diego","broken clouds",0.13769744759428057
"San Diego",haze,0.01758164548190884
"San Diego",squalls,-0.33389702618716666
"San Diego",smoke,0.7313679597256529
"San Diego","overcast clouds",0.28160502935005083
"San Diego",fog,-0.18177601484862996
"San Diego","light rain",-0.017754352418634104
"San Diego","light intensity drizzle",-0.159749348289882
"San Diego","heavy intensity rain",0.5968320728890532
"San Diego","moderate rain",0.1493066870951387
"San Diego",drizzle,-0.09678612653042269
"San Diego","very heavy rain",0.6002359675854295
"San Diego",thunderstorm,0.8384042456448427
"San Diego","proximity thunderstorm",0.6175694781855906
"San Diego","thunderstorm with rain",0.9136777753459687
Phoenix,"sky is clear",0.22208597711200098
Phoenix,"scattered clouds",0.21323913987857623
Phoenix,"few clouds",0.15397137256838234
Phoenix,"broken clouds",0.20346305042617424
Phoenix,"moderate rain",0.3197687988338021
Phoenix,"overcast clouds",0.2860156135708139
Phoenix,haze,0.07291448953771758
Phoenix,"light rain",0.15251374003740828
Phoenix,"proximity thunderstorm",0.15991518281978326
Phoenix,dust,0.10146606952272834
Phoenix,"light intensity drizzle",-0.0214034204174369
Phoenix,thunderstorm,0.09851891140353433
Phoenix,mist,0.0655418866659643
Phoenix,"shower rain",0.9046417169394373
Phoenix,"proximity shower rain",0.31860930345545124
Phoenix,"heavy intensity rain",0.49077455980618656
Phoenix,"light intensity shower rain",-0.05376677611879903
Phoenix,"heavy snow",-0.1375629284052368
Phoenix,"very heavy rain",0.17108698982249876
Phoenix,"thunderstorm with heavy rain",-0.4741510007264933
Phoenix,"thunderstorm with light rain",0.4599417890379727
Phoenix,"proximity sand/dust whirls",-0.8570023182084026
Phoenix,drizzle,1
Phoenix,fog,0.020255084121636888
Phoenix,"thunderstorm with rain",-0.2728809646253654
Phoenix,smoke,0.944911182523068
Nashville,fog,-0.13235538680243947
Nashville,mist,0.008029477569929512
Nashville,"heavy intensity rain",0.17340145856647216
Nashville,"very heavy rain",0.4031494735548366
Nashville,"moderate rain",0.1811720870625499
Nashville,"light rain",0.20775314403195447
Nashville,"scattered clouds",0.2208308054517881
Nashville,"overcast clouds",0.22773947337076053
Nashville,"few clouds",0.0932480117579166
Nashville,"proximity thunderstorm",-0.21159233668840388
Nashville,"broken clouds",0.19024259476406036
Nashville,"sky is clear",0.17221548617991683
Nashville,"thunderstorm with rain",-0.2924853480234533
Nashville,"thunderstorm with heavy rain",-0.013872841640446575
Nashville,thunderstorm,0.015627305553117855
Nashville,"thunderstorm with light rain",0.040574593283538775
Nashville,"heavy snow",0.20403997724089235
Nashville,snow,-0.09605919334730458
Nashville,haze,-0.22899179213693366
Nashville,"light intensity drizzle",-0.010726733558621734
Nashville,squalls,-0.0940566740280919
Nashville,"light snow",-0.3021686125817349
Nashville,smoke,-0.42205195423000036
Detroit,"sky is clear",0.1286466425982818
Detroit,"scattered clouds",0.2265929005662703
Detroit,"few clouds",0.16977177269990504
Detroit,"broken clouds",0.19537239368437195
Detroit,"overcast clouds",-0.022650369394296314
Detroit,"light rain",0.03131461870805787
Detroit,"moderate rain",0.1164387264050716
Detroit,thunderstorm,-0.12263521180279789
Detroit,"heavy intensity rain",0.18864922928457997
Detroit,mist,0.07274265010280728
Detroit,"thunderstorm with light rain",-0.06194937588487169
Detroit,"thunderstorm with rain",-0.2276767910413106
Detroit,haze,-0.13487955188809836
Detroit,fog,-0.2716484658551146
Detroit,"light intensity drizzle",-0.06201521597368011
Detroit,drizzle,-0.04261036354638632
Detroit,"light intensity shower rain",-0.07024191862404651
Detroit,"heavy snow",0.23384112382328276
Detroit,"shower rain",-0.32357058045457965
Detroit,"thunderstorm with heavy rain",-0.3377251282819931
Detroit,"proximity shower rain",-0.24119913525155698
Detroit,"heavy shower snow",0.04646018618595157
Detroit,"light snow",0.13504273248951976
Detroit,snow,0.034575498604823625
Detroit,"shower snow",-0.3157093122763833
Detroit,"light intensity drizzle rain",1
Detroit,"heavy intensity drizzle",-0.32571707426716745
Detroit,"proximity thunderstorm",0.11196360968621509
Detroit,"very heavy rain",0.9928106468347927
Detroit,"light shower snow",-0.2013952182815792
Detroit,"freezing rain",-0.5
Miami,"scattered clouds",0.08399680243968358
Miami,"broken clouds",0.011185818131015149
Miami,"sky is clear",0.20433707666685422
Miami,"few clouds",0.11028510616378107
Miami,"light rain",0.04334118914235681
Miami,thunderstorm,-0.05318964713488526
Miami,"thunderstorm with light rain",-0.07160233145647013
Miami,"overcast clouds",-0.08507126640613018
Miami,"moderate rain",0.24713771847712426
Miami,"light intensity drizzle",-0.11428119887831552
Miami,mist,-0.08697481504267084
Miami,"proximity thunderstorm",-0.1754254770330014
Miami,"heavy intensity rain",0.346868991352186
Miami,fog,-0.07435458549681874
Miami,"thunderstorm with rain",-0.057809838631825324
Miami,haze,-0.038593566765296565
Miami,"thunderstorm with heavy rain",-0.03019466388507546
Miami,smoke,0.0641889386140805
Miami,"very heavy rain",0.13289534600500513
Miami,"proximity shower rain",-0.011192344903196419
"Los Angeles","sky is clear",0.11322686572554057
"Los Angeles","few clouds",0.26653512495843046
"Los Angeles","scattered clouds",0.27564274628214774
"Los Angeles","broken clouds",0.25858403677338143
"Los Angeles","overcast clouds",0.2476746343218691
"Los Angeles","light rain",-0.022974898871041868
"Los Angeles",fog,0.3183788287989009
"Los Angeles",mist,0.12197352415405138
"Los Angeles",haze,0.11800742031183417
"Los Angeles","moderate rain",-0.02711018133000049
"Los Angeles","heavy intensity rain",0.08191098805537535
"Los Angeles",smoke,0.07953123523937075
"Los Angeles","light intensity shower rain",0.9933992677987828
"Los Angeles","light intensity drizzle",0.3614757879291693
"Los Angeles",drizzle,0.8838834764831843
"Los Angeles","shower rain",-0.021307948745482495
"Los Angeles",thunderstorm,0.5030811408126552
"Los Angeles","thunderstorm with rain",1
"Los Angeles","very heavy rain",0.59191639599013
"Los Angeles","thunderstorm with light rain",-0.5439483289027196
"Los Angeles","proximity thunderstorm",0.15513353036781788
"Los Angeles","thunderstorm with heavy rain",1
"Los Angeles",dust,0.10496300093850626
"Los Angeles","proximity shower rain",-0.19288524175681512
"Los Angeles",squalls,0.875917837691566
Denver,"sky is clear",0.1405826393513933
Denver,"broken clouds",0.16272199529914283
Denver,"light rain",0.14860468917098435
Denver,"few clouds",0.16063771714886277
Denver,"proximity thunderstorm",-0.0426431304680891
Denver,"thunderstorm with light rain",0.22147945283594697
Denver,thunderstorm,0.2732587771998214
Denver,"overcast clouds",0.2307200944454137
Denver,"scattered clouds",0.07550952495707872
Denver,"moderate rain",0.08461569153529402
Denver,"thunderstorm with heavy rain",0.3232213632937046
Denver,"proximity shower rain",0.3348575633672544
Denver,"thunderstorm with rain",-0.1655934709943213
Denver,smoke,0.3331199926425235
Denver,squalls,0.601026702719444
Denver,mist,-0.001367014063941106
Denver,"heavy intensity rain",0.7209200638655128
Denver,"light intensity drizzle",-0.04886282452363865
Denver,"very heavy rain",0.8414040275706213
Denver,"heavy snow",0.24173694805915424
Denver,snow,0.054258726161852115
Denver,fog,-0.023530455529318237
Denver,drizzle,0.15299491476195048
Denver,haze,0.02511393084198684
Denver,"light snow",-0.052751539383248905
Denver,dust,-0.17112051939859668
Denver,"shower rain",-1
Denver,"proximity thunderstorm with rain",0.8695807826932095
Denver,"thunderstorm with light drizzle",0.9707253433941508
Denver,"light rain and snow",-0.5
Denver,"heavy intensity drizzle",-0.39640310753137953
Philadelphia,"overcast clouds",0.02000863149384145
Philadelphia,"broken clouds",0.05445529177266667
Philadelphia,"scattered clouds",0.11155347706337704
Philadelphia,"sky is clear",-0.01068269765539363
Philadelphia,"few clouds",0.09633971967757626
Philadelphia,"light rain",-0.01703140384055069
Philadelphia,mist,-0.03993309718993081
Philadelphia,"light intensity drizzle",-0.17155420704810573
Philadelphia,"moderate rain",0.021921745093390507
Philadelphia,"thunderstorm with rain",-0.4387622782660804
Philadelphia,"heavy intensity rain",0.2999033428329055
Philadelphia,haze,-0.09278669148805854
Philadelphia,fog,-0.03164858502483768
Philadelphia,squalls,0.5215080912608043
Philadelphia,"heavy snow",-0.039022052298093496
Philadelphia,snow,0.043308520808705536
Philadelphia,"light snow",0.07591638584165308
Philadelphia,"light rain and snow",1
Philadelphia,"proximity thunderstorm",0.06167803423116599
Philadelphia,"thunderstorm with light rain",0.0078005119719703605
Philadelphia,"thunderstorm with heavy rain",-0.009230674778549155
Philadelphia,thunderstorm,-0.17277063117848077
Philadelphia,"very heavy rain",0.3365411846849815
Philadelphia,drizzle,0.1599279148494735
Philadelphia,"freezing rain",0.7846215685064584
"New York","broken clouds",0.16793501098240993
"New York","overcast clouds",0.2673366826775839
"New York","light snow",-0.03634667396540842
"New York","scattered clouds",0.18275976554449333
"New York","sky is clear",0.3102056473914619
"New York","few clouds",0.16424355960919265
"New York",drizzle,-0.05648723386560416
"New York","moderate rain",0.15783009119191777
"New York","light rain",0.1094163117043273
"New York",mist,-0.22172736202433269
"New York","heavy intensity rain",0.06932886989669794
"New York",haze,-0.12245893046312663
"New York","heavy snow",-0.015278586956998082
"New York",fog,-0.17742198878626295
"New York","light rain and snow",0.0948673250006737
"New York","light intensity drizzle",-0.07726465210754582
"New York",snow,0.46442040175037186
"New York","heavy intensity drizzle",-0.25982284261020144
"New York","very heavy rain",0.833072863327208
"New York","thunderstorm with light rain",0.0805218115349036
"New York",thunderstorm,-0.15808237387458504
"New York","thunderstorm with rain",-0.4875238433246038
"New York","thunderstorm with heavy rain",-0.318210949120027
"New York","proximity thunderstorm",-0.3047793670193187
"New York",smoke,-0.014352734975704055
"New York","freezing rain",-0.4042130315814637
"New York",dust,-0.09693899857198146
"New York","proximity thunderstorm with rain",0.8660254037844386
"New York",squalls,-0.7832067521998934
"Saint Louis","sky is clear",0.09944234841412246
"Saint Louis","thunderstorm with light rain",-0.03392904959313165
"Saint Louis",fog,0.12220712327934329
"Saint Louis","few clouds",0.20462693239283972
"Saint Louis","scattered clouds",0.177356139948761
"Saint Louis","broken clouds",0.21428321387197308
"Saint Louis","overcast clouds",0.18084243457779003
"Saint Louis","light rain",0.04458337639049895
"Saint Louis",mist,-0.007802866347061043
"Saint Louis",thunderstorm,-0.3265503466402829
"Saint Louis",haze,0.019853143891129056
"Saint Louis","moderate rain",0.19711119929472387
"Saint Louis","proximity thunderstorm",-0.12868085671059915
"Saint Louis","light intensity drizzle",0.004289217851962071
"Saint Louis","thunderstorm with heavy rain",-0.1424715765008744
"Saint Louis","heavy intensity rain",0.03962460722771934
"Saint Louis","heavy intensity drizzle",-0.12627712171371158
"Saint Louis",drizzle,-0.014023683495240715
"Saint Louis","thunderstorm with rain",0.2051751192247343
"Saint Louis","heavy snow",0.22376768122814852
"Saint Louis",snow,0.05603538593433342
"Saint Louis","freezing rain",0.312361883355546
"Saint Louis","very heavy rain",0.2704013754207623
"Saint Louis","light snow",-0.25348828055856354
"Saint Louis",squalls,0.042768868524785654
"Saint Louis","proximity thunderstorm with rain",0.9660509492205804
"Saint Louis",smoke,-0.885886571838036
"Saint Louis","light intensity shower rain",-0.48126165569686885
Eilat,"sky is clear",-0.4581512776140901
Eilat,sand,0.46971187160413175
Eilat,haze,0.5067571130163896
Eilat,dust,0.08599570508806814
