City,weather_description,avg_temperature,avg_humidity,avg_pressure,total_records
Jacksonville,smoke,302.1741666666667,39.875,1014.2916666666666,24
Jacksonville,drizzle,300.22,84.5,1017,2
Jacksonville,"shower rain",301.87,65,1017,1
Charlotte,"scattered clouds",302.829076318604,50.573839662447256,1017.4320337197049,949
Charlotte,"broken clouds",302.6443931624859,53.35209235209235,1016.8659942363113,694
Charlotte,"sky is clear",302.9198276430369,53.10909090909091,1014.6346041055718,1705
Charlotte,"overcast clouds",302.072861788618,56.60162601626016,1017.1056910569106,123
Charlotte,haze,301.7665000000001,56.175,1016.95,80
Charlotte,mist,301.63242424242424,65.84848484848484,1015.2424242424242,33
Charlotte,"few clouds",302.94497877237,58.00813008130081,1014.1565040650406,492
Charlotte,"light rain",302.3416864234671,68.73994638069705,1013.7730870712401,379
Charlotte,"heavy intensity rain",301.7164015092702,66.25714285714285,1017.7567567567568,37
Charlotte,"moderate rain",301.7535484515793,75.99371069182389,1014.4634146341464,164
Charlotte,thunderstorm,302.7930555555555,59.02777777777778,1015.0833333333334,36
Charlotte,"proximity thunderstorm",303.29244680851076,57.223404255319146,1014.5425531914893,94
Charlotte,"thunderstorm with light rain",301.394,64.2,1014,5
Charlotte,"very heavy rain",302.2,63,1016,2
Charlotte,"light intensity drizzle",302.285,63.666666666666664,1017.5,6
Charlotte,"thunderstorm with heavy rain",301.1666666666667,66.33333333333333,1014.3333333333334,3
Charlotte,drizzle,300.53,94,1018,1
Miami,"broken clouds",302.1330099441302,69.77115716753022,1018.2285467874084,4638
Miami,mist,301.184928229665,81.55502392344498,1015.4641148325359,209
Miami,"overcast clouds",301.7054020392348,74.64193270060397,1019.4456896551724,1160
Miami,"light rain",301.67154289574705,78.08077099586967,1020.8425125170687,2197
Miami,"light intensity drizzle",301.9797247706423,73.57798165137615,1016.2752293577981,109
Miami,haze,302.27591999999987,70.032,1016.2,125
Miami,"few clouds",302.0060087266933,68.42286874154263,1019.1952702702703,1480
Miami,"scattered clouds",302.15610624055273,68.14865749836281,1018.8647942521228,3062
Miami,"proximity thunderstorm",302.8261833688697,70.57356076759062,1016.2921108742004,469
Miami,"sky is clear",301.99678377627566,69.43138500635324,1021.8984227129338,1585
Miami,"thunderstorm with light rain",301.4259375,76,1015.6875,32
Miami,"heavy intensity rain",301.62859150086047,79.66165413533835,1021.1029411764706,136
Miami,"moderate rain",302.1237787386491,79.27576601671309,1023.0746887966804,723
Miami,thunderstorm,302.78725694444415,71.78819444444444,1016.9166666666666,288
Miami,"thunderstorm with rain",302.5911111111111,77.55555555555556,1015.5555555555555,9
Miami,"thunderstorm with heavy rain",301.05,78.6,1017.4,5
Miami,"very heavy rain",300.255,81,1017.5,2
Miami,smoke,302.21562499999993,67.9375,1018.6875,16
Miami,"proximity shower rain",303.2844444444443,69,1016.5277777777778,72
Miami,fog,301.4477777777778,83.77777777777777,1015.2222222222222,9
Miami,drizzle,302.395,66,1014,2
Miami,tornado,304.52,59,1015,1
Miami,squalls,300.18,88,996,1
Pittsburgh,"sky is clear",301.75020206235536,51.57206537890045,1018.5437037037037,675
Pittsburgh,"scattered clouds",301.61738229701393,56.774647887323944,1017.9859154929577,284
Pittsburgh,"broken clouds",301.5924727082571,58.17910447761194,1016.5895522388059,268
Pittsburgh,"few clouds",301.83598121257296,54.016666666666666,1018.0533333333333,300
Pittsburgh,"overcast clouds",301.46696428571425,58.57142857142857,1016.9642857142857,56
Pittsburgh,"proximity thunderstorm",301.51249999999993,61.375,1015.53125,32
Pittsburgh,thunderstorm,301.76695652173913,59.30434782608695,1014.695652173913,23
Pittsburgh,"light rain",301.65942995829477,64.45263157894736,1017.7684210526315,95
Pittsburgh,"moderate rain",301.7130833333333,67.3529411764706,1015.4444444444445,18
Pittsburgh,"very heavy rain",301.32666666666665,82.33333333333333,1011,3
Pittsburgh,haze,301.3178571428571,63.714285714285715,1017.5714285714286,14
Pittsburgh,mist,300.62833333333333,69,1015.1666666666666,6
Pittsburgh,"heavy intensity rain",301.5575,66.5,1014.75,4
Pittsburgh,"thunderstorm with light rain",301.76,48,1013.5,4
Pittsburgh,"thunderstorm with heavy rain",301.17,74,1016,1
Pittsburgh,"thunderstorm with rain",303.46,48,1015,1
Toronto,"broken clouds",301.63847591218104,55.11304347826087,1011.8,116
Toronto,"sky is clear",301.8999003406328,57.50559284116331,1014.6107382550335,447
Toronto,"scattered clouds",302.1251216248417,54.445544554455445,1012.019801980198,101
Toronto,"few clouds",302.0987044613932,54.27350427350427,1013.8803418803419,117
Toronto,"light rain",302.60255400908113,60.67567567567568,1009.027027027027,37
Toronto,"thunderstorm with rain",301.33,61,1014,1
Toronto,"overcast clouds",301.23523809523806,55.333333333333336,1012.2380952380952,21
Toronto,"thunderstorm with light rain",301.5133333333333,68,1016.3333333333334,3
Toronto,haze,301.60101694915255,63.13559322033898,1017.2033898305085,59
Toronto,"moderate rain",303.0454869837727,57.27272727272727,1012.5,22
Toronto,"heavy intensity rain",301.59969624949997,73.5,994.25,4
Toronto,"very heavy rain",302.31,36,1012,1
Toronto,"light intensity shower rain",301.5877777777778,59.55555555555556,1009.3333333333334,9
Toronto,"proximity thunderstorm",301.254,71,1015.2,5
Toronto,"proximity shower rain",302.49333333333334,54,1011.6666666666666,3
Toronto,thunderstorm,301.44,67,1013.6666666666666,3
Toronto,mist,300.925,88,1018,2
Philadelphia,"broken clouds",302.29903196543813,51.858695652173914,1015.6312364425163,461
Philadelphia,"scattered clouds",302.4391877437137,50.64404223227753,1016.0496987951807,664
Philadelphia,"few clouds",302.234330188806,51.465714285714284,1018.2771428571428,350
Philadelphia,"sky is clear",302.4207767370873,52.45350052246604,1018.533960292581,957
Philadelphia,"overcast clouds",301.2258415300493,58.57377049180328,1015.6229508196722,61
Philadelphia,"light rain",302.2407750377163,57.05338078291815,1016.1170212765958,282
Philadelphia,"heavy intensity rain",301.3680217113333,66.3076923076923,1015.1025641025641,39
Philadelphia,thunderstorm,302.97666666666663,56.333333333333336,1013.1428571428571,21
Philadelphia,"moderate rain",301.7827283460323,67.72043010752688,1017.3548387096774,93
Philadelphia,"proximity thunderstorm",302.41217391304343,61.08695652173913,1010.4347826086956,23
Philadelphia,haze,301.9945454545454,60.56363636363636,1014.3454545454546,55
Philadelphia,"thunderstorm with light rain",301.275,70.5,1009.5,4
Philadelphia,mist,300.7476470588235,68.3529411764706,1011.4705882352941,17
Philadelphia,"light intensity drizzle",300.776,55.6,1013.8,5
Philadelphia,"thunderstorm with rain",300.61,66,1011,1
"New York","scattered clouds",302.3466674412034,47.94755877034358,1014.9504424778761,566
"New York","few clouds",302.38178081619515,48.84319526627219,1015.4868804664723,343
"New York","broken clouds",301.96093334539626,50.47718631178707,1013.3890977443609,533
"New York","sky is clear",302.6484979103324,51.405627198124265,1015.2246543778801,868
"New York","overcast clouds",301.24001042624997,58.90384615384615,1012.6346153846154,52
"New York","light rain",302.01425610843,59.47,1012.45,200
"New York","heavy intensity rain",301.303870967742,57.354838709677416,1010.6774193548387,31
"New York","very heavy rain",300.25,50,1025,1
"New York","moderate rain",303.0085217426301,63.32876712328767,1013.5205479452055,73
"New York","proximity thunderstorm",302.465,61.86666666666667,1014.3,30
"New York",thunderstorm,302.2580952380952,57.57142857142857,1012.952380952381,21
"New York",mist,301.02428571428567,70.07142857142857,1012.2619047619048,42
"New York",haze,301.74633802816913,61.53521126760563,1014.9014084507043,71
"New York","thunderstorm with light rain",302.4358333333333,60.916666666666664,1011.1666666666666,12
"New York",dust,302.95750000000004,53.875,1010.625,8
"New York","light intensity drizzle",301.4866666666666,67.16666666666667,1011,6
"New York","thunderstorm with heavy rain",302.09,74,1009,1
Montreal,"few clouds",301.4005085267389,50.06030150753769,1014.7437185929648,199
Montreal,"scattered clouds",301.6642624660406,53.70945945945946,1012.4932432432432,148
Montreal,"broken clouds",301.67593673469383,55.01020408163265,1012.4897959183673,294
Montreal,"proximity shower rain",302.3066666666667,58.44444444444444,1009.6666666666666,9
Montreal,"overcast clouds",301.4217808219177,54.57534246575342,1012.9444444444445,73
Montreal,"thunderstorm with light rain",302.28000000000003,59.6,1010.6,5
Montreal,"sky is clear",302.0859065955428,54.114285714285714,1016.5238095238095,105
Montreal,mist,301.1918181818182,70.18181818181819,1009.7272727272727,11
Montreal,"light rain",300.74285903022223,72.55555555555556,1010,9
Montreal,"moderate rain",301.81399999999996,72.4,1012.6,5
Montreal,"light intensity shower rain",302.01777777777784,61,1008.7777777777778,9
Montreal,haze,301.2721052631579,54.526315789473685,1017,19
Montreal,"heavy intensity rain",301.79975,71,1012,2
Montreal,"thunderstorm with rain",300.12,88,1009,1
Montreal,thunderstorm,301.5366666666667,64.66666666666667,1012.6666666666666,3
Montreal,"proximity thunderstorm",301.02000000000004,58.2,1011.8,5
Boston,"scattered clouds",302.1924053728728,61.32155477031802,1015.1837455830389,283
Boston,"broken clouds",301.5065363539566,67.46376811594203,1014.8115942028985,138
Boston,"sky is clear",302.2085535192965,58.829896907216494,1015.860824742268,776
Boston,"proximity thunderstorm",301.69499999999994,64.11111111111111,1014.5,18
Boston,"few clouds",302.5361601038188,54.50877192982456,1012.6374269005848,171
Boston,"light rain",302.5571417939727,65.2,1013.5545454545454,110
Boston,"overcast clouds",301.5999999999999,74.52,1015.72,50
Boston,thunderstorm,301.985,64.1,1012.9,10
Boston,"heavy intensity rain",301.46250000000003,63,1013.5833333333334,12
Boston,"moderate rain",302.1255555555556,66.72222222222223,1011.3611111111111,36
Boston,"thunderstorm with light rain",302.8775,57.5,1010,4
Boston,haze,301.6211111111111,65.72222222222223,1015.1666666666666,18
Boston,mist,300.8976923076923,76.92307692307692,1014.3846153846154,13
Boston,fog,300.2,70,1017,1
Boston,"light intensity drizzle",301.36,69.5,1016.5,2
Boston,squalls,301.47,66,1013,1
Boston,drizzle,301.16,94,1018,1
Beersheba,"sky is clear",303.97339045940737,41.82392534801897,985.6555674354667,6547
Beersheba,"overcast clouds",303.1850910347889,37.06211180124224,979.8695652173913,161
Beersheba,"few clouds",303.1540228152313,39.84873949579832,988.2563025210084,238
Beersheba,"light rain",301.9332790697675,52.02325581395349,988.3023255813954,43
Beersheba,"broken clouds",303.1811433049631,39.52469135802469,985.1172839506173,162
Beersheba,"scattered clouds",303.4041880802367,39.704301075268816,989.3709677419355,186
Beersheba,"moderate rain",301.198,55.5,1006.5,2
"Tel Aviv District","sky is clear",303.2544569139501,54.03528301886792,1010.0515174222555,5348
"Tel Aviv District","broken clouds",301.6716241772644,65.97402597402598,1008.4961038961039,385
"Tel Aviv District","scattered clouds",302.1621275936993,64.69408983451537,1009.2976919453604,2123
"Tel Aviv District","few clouds",302.694938473355,62.255109765329294,1009.4841389728097,2649
"Tel Aviv District",mist,300.95,NULL,1011,2
"Tel Aviv District","overcast clouds",302.82859306565524,55.5632183908046,1009.1724137931035,87
"Tel Aviv District",dust,304.14425287356306,73.01149425287356,1008.735632183908,87
"Tel Aviv District",haze,301.00200000000007,65.4,1007.4,10
"Tel Aviv District","light rain",302.2512139088985,70.73417721518987,1011.126582278481,79
"Tel Aviv District",drizzle,300.66,57,1012,1
"Tel Aviv District","moderate rain",301.43499999999995,67.5,1008,2
"Tel Aviv District","heavy intensity rain",300.25,83,1014,1
"Tel Aviv District",thunderstorm,301.45,39,1009,1
Eilat,haze,306.56878124999986,27.009375,1008.6375,320
Eilat,"broken clouds",304.31437500375415,33.888888888888886,1009.8015873015873,126
Eilat,"sky is clear",306.0355832532159,32.14832758162994,1004.5292521508934,15110
Eilat,"few clouds",305.57998344049497,33.34323432343234,1006.2360655737705,305
Eilat,"scattered clouds",304.38413562803714,31.37037037037037,1007.2453987730062,163
Eilat,dust,307.6734710743806,27.429752066115704,1008.0909090909091,242
Eilat,sand,306.0345454545454,21.34375,1008.8181818181819,33
Eilat,"thunderstorm with light rain",300.06,42,1009,1
Eilat,"overcast clouds",304.72769804569685,31.848484848484848,1010.5454545454545,33
Eilat,"light rain",302.8376960550714,38.57142857142857,1009.2857142857143,14
Eilat,"proximity thunderstorm",309.365,29,1007.5,4
Eilat,thunderstorm,306.07,36.333333333333336,1012.3333333333334,3
Eilat,drizzle,302.335,21.5,1012,2
Haifa,"sky is clear",303.99963180287824,75.0553412462908,1011.1618977020015,6745
Haifa,"overcast clouds",302.8482560192786,91.328125,1010.21875,320
Haifa,"broken clouds",302.6250733187465,85.18831168831169,1009.9512987012987,308
Haifa,"few clouds",304.1312802987327,57.92821444797819,1010.0398370303304,2209
Haifa,"scattered clouds",303.0403921294531,69.91792929292929,1010.7335858585859,792
Haifa,"light rain",302.55334946237093,88.22950819672131,1009.3548387096774,62
Haifa,"proximity thunderstorm",303.15,22,1013,2
Haifa,haze,301.8288888888889,54.22222222222222,1008.6666666666666,9
Haifa,dust,308.0918867924529,26.49056603773585,1010.6603773584906,53
Haifa,"moderate rain",300.74333333333334,100,1011,3
Haifa,mist,300.04,83,1003,1
Haifa,fog,302,62,1007,2
Nahariyya,"sky is clear",302.46305227431816,69.00507137490608,1013.5099511828764,5326
Nahariyya,"overcast clouds",301.27814507772,84.79792746113989,1016.8704663212435,193
Nahariyya,"broken clouds",300.9703562271044,78.2032967032967,1015.4175824175824,182
Nahariyya,"few clouds",303.3730928217375,55.51326053042121,1010.2667706708269,1923
Nahariyya,"scattered clouds",302.0740271650222,64.26616541353384,1011.9609022556391,665
Nahariyya,"light rain",300.8279456884285,69.42857142857143,1014.047619047619,21
Nahariyya,"proximity thunderstorm",303.15,22,1013,2
Nahariyya,haze,302.454,37.2,1008.8,5
Nahariyya,dust,306.32647058823505,25.627450980392158,1010.5686274509804,51
Nahariyya,mist,300.1,83,1003,1
Nahariyya,fog,302.095,62,1007,2
Jerusalem,"sky is clear",303.15170080760146,50.92583333333334,1006.5345,6000
Jerusalem,"overcast clouds",303.07832663569246,41.11538461538461,1000.2307692307693,78
Jerusalem,"scattered clouds",302.03326003839584,62.99317738791423,1009.317738791423,1026
Jerusalem,"broken clouds",302.0229175876279,61.95067264573991,1008.3677130044844,223
Jerusalem,"few clouds",302.76165223908947,61.04394366197183,1009.4527027027027,1776
Jerusalem,"light rain",302.4596983270926,65.05555555555556,1012.7777777777778,54
Jerusalem,haze,301.21166666666664,66.16666666666667,1007.1666666666666,6
Jerusalem,dust,304.50111111111113,69.16666666666667,1009.0555555555555,72
Jerusalem,mist,302.72499999999997,78,1010,4
Jerusalem,"moderate rain",302.38,69.5,1009,2
Jerusalem,"heavy intensity rain",300.23,83,1014,1
